country,ssp_range,year_range,p0.05,p0.50,p0.95
Spain,SSP3-7.0,1986-2005,58.28,58.89,59.26
Spain,SSP3-7.0,2020-2039,60.01,60.91,61.60
Spain,SSP3-7.0,2040-2059,61.12,61.84,63.29
Spain,SSP3-7.0,2080-2099,63.32,64.76,67.02
Estonia,SSP3-7.0,1986-2005,40.69,41.77,42.88
Estonia,SSP3-7.0,2020-2039,43.46,44.75,46.18
Estonia,SSP3-7.0,2040-2059,44.32,46.28,48.24
Estonia,SSP3-7.0,2080-2099,47.22,49.76,52.22
Ethiopia,SSP3-7.0,1986-2005,72.46,72.79,73.02
Ethiopia,SSP3-7.0,2020-2039,73.85,74.43,74.80
Ethiopia,SSP3-7.0,2040-2059,74.57,75.61,76.45
Ethiopia,SSP3-7.0,2080-2099,76.45,78.38,79.50
Finland,SSP3-7.0,1986-2005,37.03,38.10,39.44
Finland,SSP3-7.0,2020-2039,39.81,41.06,42.37
Finland,SSP3-7.0,2040-2059,40.53,42.88,44.53
Finland,SSP3-7.0,2080-2099,43.55,46.75,49.11
Fiji,SSP3-7.0,1986-2005,77.67,77.87,78.07
Fiji,SSP3-7.0,2020-2039,78.58,78.95,79.20
Fiji,SSP3-7.0,2040-2059,79.15,79.67,80.24
Fiji,SSP3-7.0,2080-2099,80.62,81.44,82.65
Falkland Islands (Malvinas),SSP3-7.0,1986-2005,43.90,44.03,44.41
Falkland Islands (Malvinas),SSP3-7.0,2020-2039,44.36,44.84,45.34
Falkland Islands (Malvinas),SSP3-7.0,2040-2059,44.87,45.40,46.11
Falkland Islands (Malvinas),SSP3-7.0,2080-2099,45.89,46.80,48.27
France,SSP3-7.0,1986-2005,51.87,52.55,52.91
France,SSP3-7.0,2020-2039,53.89,54.77,55.59
France,SSP3-7.0,2040-2059,54.89,55.72,57.04
France,SSP3-7.0,2080-2099,57.19,58.39,60.80
Faroe Islands,SSP3-7.0,1986-2005,43.69,44.15,45.06
Faroe Islands,SSP3-7.0,2020-2039,44.08,45.41,47.50
Faroe Islands,SSP3-7.0,2040-2059,44.46,46.01,48.30
Faroe Islands,SSP3-7.0,2080-2099,44.72,48.33,51.39
"Micronesia, Federated States of",SSP3-7.0,1986-2005,80.16,80.37,80.44
"Micronesia, Federated States of",SSP3-7.0,2020-2039,81.04,81.59,81.93
"Micronesia, Federated States of",SSP3-7.0,2040-2059,81.89,82.34,82.91
"Micronesia, Federated States of",SSP3-7.0,2080-2099,83.33,84.29,85.41
Gabon,SSP3-7.0,1986-2005,77.01,77.27,77.45
Gabon,SSP3-7.0,2020-2039,78.28,78.69,79.10
Gabon,SSP3-7.0,2040-2059,79.05,79.71,80.41
Gabon,SSP3-7.0,2080-2099,80.89,82.28,83.37
United Kingdom,SSP3-7.0,1986-2005,48.90,49.24,49.83
United Kingdom,SSP3-7.0,2020-2039,50.05,50.90,51.79
United Kingdom,SSP3-7.0,2040-2059,50.52,51.74,52.84
United Kingdom,SSP3-7.0,2080-2099,51.78,53.69,55.77
Georgia,SSP3-7.0,1986-2005,47.91,48.34,48.99
Georgia,SSP3-7.0,2020-2039,50.29,51.04,51.83
Georgia,SSP3-7.0,2040-2059,51.35,52.25,53.36
Georgia,SSP3-7.0,2080-2099,53.87,55.48,58.23
Guernsey,SSP3-7.0,1986-2005,52.89,53.34,53.70
Guernsey,SSP3-7.0,2020-2039,54.07,54.99,55.97
Guernsey,SSP3-7.0,2040-2059,54.83,55.88,57.14
Guernsey,SSP3-7.0,2080-2099,56.27,57.73,59.65
Ghana,SSP3-7.0,1986-2005,80.43,80.75,80.84
Ghana,SSP3-7.0,2020-2039,81.73,82.20,82.62
Ghana,SSP3-7.0,2040-2059,82.41,83.37,83.81
Ghana,SSP3-7.0,2080-2099,84.11,85.85,86.86
Gibraltar,SSP3-7.0,1986-2005,62.77,63.05,63.56
Gibraltar,SSP3-7.0,2020-2039,64.33,64.95,65.76
Gibraltar,SSP3-7.0,2040-2059,65.24,66.06,67.58
Gibraltar,SSP3-7.0,2080-2099,67.30,68.73,70.81
Guinea,SSP3-7.0,1986-2005,78.43,78.66,78.76
Guinea,SSP3-7.0,2020-2039,79.79,80.34,80.78
Guinea,SSP3-7.0,2040-2059,80.55,81.69,82.19
Guinea,SSP3-7.0,2080-2099,82.56,84.51,85.49
Guadeloupe,SSP3-7.0,1986-2005,78.15,78.42,78.61
Guadeloupe,SSP3-7.0,2020-2039,79.13,79.64,80.21
Guadeloupe,SSP3-7.0,2040-2059,79.92,80.59,81.19
Guadeloupe,SSP3-7.0,2080-2099,81.21,82.38,83.83
Gambia,SSP3-7.0,1986-2005,82.03,82.23,82.39
Gambia,SSP3-7.0,2020-2039,83.21,83.79,84.30
Gambia,SSP3-7.0,2040-2059,84.14,84.97,85.68
Gambia,SSP3-7.0,2080-2099,86.05,87.60,89.07
Guinea-Bissau,SSP3-7.0,1986-2005,81.48,81.71,81.97
Guinea-Bissau,SSP3-7.0,2020-2039,82.68,83.14,83.51
Guinea-Bissau,SSP3-7.0,2040-2059,83.53,84.30,84.78
Guinea-Bissau,SSP3-7.0,2080-2099,85.24,86.85,87.81
Equatorial Guinea,SSP3-7.0,1986-2005,76.23,76.47,76.59
Equatorial Guinea,SSP3-7.0,2020-2039,77.41,77.84,78.09
Equatorial Guinea,SSP3-7.0,2040-2059,78.10,78.88,79.29
Equatorial Guinea,SSP3-7.0,2080-2099,79.74,81.29,82.03
Greece,SSP3-7.0,1986-2005,59.81,60.19,60.90
Greece,SSP3-7.0,2020-2039,61.76,62.72,63.42
Greece,SSP3-7.0,2040-2059,62.81,63.81,64.84
Greece,SSP3-7.0,2080-2099,64.93,66.67,69.17
Grenada,SSP3-7.0,1986-2005,79.04,79.29,79.52
Grenada,SSP3-7.0,2020-2039,80.18,80.55,81.03
Grenada,SSP3-7.0,2040-2059,80.79,81.45,82.00
Grenada,SSP3-7.0,2080-2099,82.23,83.30,84.59
Greenland,SSP3-7.0,1986-2005,14.30,16.19,16.84
Greenland,SSP3-7.0,2020-2039,17.33,18.22,19.79
Greenland,SSP3-7.0,2040-2059,18.15,19.86,21.33
Greenland,SSP3-7.0,2080-2099,19.12,22.90,27.61
Guatemala,SSP3-7.0,1986-2005,70.98,71.23,71.82
Guatemala,SSP3-7.0,2020-2039,72.39,72.89,73.55
Guatemala,SSP3-7.0,2040-2059,73.34,74.23,75.04
Guatemala,SSP3-7.0,2080-2099,75.28,77.33,78.92
French Guiana,SSP3-7.0,1986-2005,78.83,79.47,79.72
French Guiana,SSP3-7.0,2020-2039,80.36,80.97,81.53
French Guiana,SSP3-7.0,2040-2059,81.22,82.10,83.01
French Guiana,SSP3-7.0,2080-2099,83.01,84.51,86.48
Guam,SSP3-7.0,1986-2005,80.11,80.29,80.52
Guam,SSP3-7.0,2020-2039,81.01,81.58,81.92
Guam,SSP3-7.0,2040-2059,81.80,82.34,82.95
Guam,SSP3-7.0,2080-2099,83.30,84.24,85.61
Guyana,SSP3-7.0,1986-2005,78.18,78.68,78.91
Guyana,SSP3-7.0,2020-2039,79.69,80.21,80.95
Guyana,SSP3-7.0,2040-2059,80.53,81.38,82.57
Guyana,SSP3-7.0,2080-2099,82.25,83.86,85.73
Hong Kong,SSP3-7.0,1986-2005,73.11,73.38,73.68
Hong Kong,SSP3-7.0,2020-2039,74.25,74.65,75.29
Hong Kong,SSP3-7.0,2040-2059,75.10,75.70,76.32
Hong Kong,SSP3-7.0,2080-2099,76.77,78.26,79.36
Heard Island and McDonald Islands,SSP3-7.0,1986-2005,34.68,34.79,35.23
Heard Island and McDonald Islands,SSP3-7.0,2020-2039,35.26,35.63,36.11
Heard Island and McDonald Islands,SSP3-7.0,2040-2059,35.86,36.30,37.14
Heard Island and McDonald Islands,SSP3-7.0,2080-2099,36.92,38.16,39.35
Honduras,SSP3-7.0,1986-2005,74.80,75.10,75.61
Honduras,SSP3-7.0,2020-2039,76.28,76.69,77.36
Honduras,SSP3-7.0,2040-2059,77.04,78.01,78.81
Honduras,SSP3-7.0,2080-2099,78.84,80.76,82.65
Croatia,SSP3-7.0,1986-2005,53.29,53.86,54.40
Croatia,SSP3-7.0,2020-2039,55.28,56.68,57.68
Croatia,SSP3-7.0,2040-2059,56.63,57.89,59.16
Croatia,SSP3-7.0,2080-2099,59.20,60.86,64.02
Haiti,SSP3-7.0,1986-2005,77.53,77.76,77.97
Haiti,SSP3-7.0,2020-2039,78.73,79.11,79.64
Haiti,SSP3-7.0,2040-2059,79.46,80.23,81.05
Haiti,SSP3-7.0,2080-2099,80.93,82.52,84.57
Hungary,SSP3-7.0,1986-2005,50.25,50.98,51.60
Hungary,SSP3-7.0,2020-2039,52.37,53.88,55.12
Hungary,SSP3-7.0,2040-2059,53.63,55.21,56.55
Hungary,SSP3-7.0,2080-2099,56.56,58.04,60.92
Indonesia,SSP3-7.0,1986-2005,78.16,78.36,78.46
Indonesia,SSP3-7.0,2020-2039,79.33,79.64,79.94
Indonesia,SSP3-7.0,2040-2059,80.06,80.56,81.12
Indonesia,SSP3-7.0,2080-2099,81.31,82.60,83.84
Isle of Man,SSP3-7.0,1986-2005,49.66,50.15,50.62
Isle of Man,SSP3-7.0,2020-2039,50.79,51.66,52.53
Isle of Man,SSP3-7.0,2040-2059,51.26,52.48,53.57
Isle of Man,SSP3-7.0,2080-2099,52.33,54.20,56.48
India,SSP3-7.0,1986-2005,73.97,74.19,74.61
India,SSP3-7.0,2020-2039,74.88,75.44,75.92
India,SSP3-7.0,2040-2059,75.73,76.50,77.22
India,SSP3-7.0,2080-2099,78.12,79.41,80.44
British Indian Ocean Territory,SSP3-7.0,1986-2005,79.02,79.12,79.33
British Indian Ocean Territory,SSP3-7.0,2020-2039,80.02,80.30,80.62
British Indian Ocean Territory,SSP3-7.0,2040-2059,80.71,81.12,81.70
British Indian Ocean Territory,SSP3-7.0,2080-2099,82.07,83.13,84.28
Ireland,SSP3-7.0,1986-2005,48.91,49.54,50.15
Ireland,SSP3-7.0,2020-2039,49.97,50.92,51.83
Ireland,SSP3-7.0,2040-2059,50.37,51.70,52.81
Ireland,SSP3-7.0,2080-2099,51.44,53.41,55.43
"Iran, Islamic Republic of",SSP3-7.0,1986-2005,59.78,60.25,60.63
"Iran, Islamic Republic of",SSP3-7.0,2020-2039,61.85,62.77,63.38
"Iran, Islamic Republic of",SSP3-7.0,2040-2059,63.26,64.11,65.76
"Iran, Islamic Republic of",SSP3-7.0,2080-2099,65.79,67.67,70.54
Iraq,SSP3-7.0,1986-2005,73.20,73.68,74.11
Iraq,SSP3-7.0,2020-2039,75.44,76.28,76.86
Iraq,SSP3-7.0,2040-2059,76.81,77.81,78.88
Iraq,SSP3-7.0,2080-2099,79.46,81.43,83.96
Iceland,SSP3-7.0,1986-2005,35.87,37.20,38.72
Iceland,SSP3-7.0,2020-2039,36.64,38.93,41.49
Iceland,SSP3-7.0,2040-2059,37.41,40.42,42.11
Iceland,SSP3-7.0,2080-2099,40.32,42.53,46.53
Israel,SSP3-7.0,1986-2005,67.86,68.15,68.50
Israel,SSP3-7.0,2020-2039,69.67,70.39,70.89
Israel,SSP3-7.0,2040-2059,70.69,71.58,72.16
Israel,SSP3-7.0,2080-2099,72.79,74.40,76.27
Italy,SSP3-7.0,1986-2005,56.53,56.97,57.37
Italy,SSP3-7.0,2020-2039,58.52,59.50,60.45
Italy,SSP3-7.0,2040-2059,59.58,60.56,61.84
Italy,SSP3-7.0,2080-2099,61.97,63.57,66.15
Jamaica,SSP3-7.0,1986-2005,78.17,78.49,78.64
Jamaica,SSP3-7.0,2020-2039,79.39,79.81,80.24
Jamaica,SSP3-7.0,2040-2059,80.16,80.79,81.41
Jamaica,SSP3-7.0,2080-2099,81.44,83.01,84.40
Jersey,SSP3-7.0,1986-2005,52.93,53.39,53.75
Jersey,SSP3-7.0,2020-2039,54.12,55.03,56.00
Jersey,SSP3-7.0,2040-2059,54.87,55.92,57.18
Jersey,SSP3-7.0,2080-2099,56.32,57.80,59.71
Jordan,SSP3-7.0,1986-2005,65.53,65.81,66.25
Jordan,SSP3-7.0,2020-2039,67.37,68.21,68.78
Jordan,SSP3-7.0,2040-2059,68.59,69.49,70.53
Jordan,SSP3-7.0,2080-2099,70.78,72.61,75.07
Japan,SSP3-7.0,1986-2005,57.48,57.83,58.27
Japan,SSP3-7.0,2020-2039,59.17,59.77,60.44
Japan,SSP3-7.0,2040-2059,60.37,61.11,61.96
Japan,SSP3-7.0,2080-2099,62.00,63.87,65.39
Kazakhstan,SSP3-7.0,1986-2005,42.85,43.21,43.99
Kazakhstan,SSP3-7.0,2020-2039,45.38,46.02,47.31
Kazakhstan,SSP3-7.0,2040-2059,46.78,47.55,49.69
Kazakhstan,SSP3-7.0,2080-2099,49.54,51.58,54.38
Kenya,SSP3-7.0,1986-2005,72.31,72.60,72.91
Kenya,SSP3-7.0,2020-2039,73.50,74.17,74.44
Kenya,SSP3-7.0,2040-2059,74.41,75.15,75.87
Kenya,SSP3-7.0,2080-2099,76.01,77.69,78.71
Kyrgyzstan,SSP3-7.0,1986-2005,38.02,38.42,38.99
Kyrgyzstan,SSP3-7.0,2020-2039,40.10,40.80,41.69
Kyrgyzstan,SSP3-7.0,2040-2059,41.46,42.34,43.62
Kyrgyzstan,SSP3-7.0,2080-2099,43.89,45.86,48.95
Cambodia,SSP3-7.0,1986-2005,81.82,82.20,82.36
Cambodia,SSP3-7.0,2020-2039,83.00,83.53,84.15
Cambodia,SSP3-7.0,2040-2059,83.41,84.47,85.51
Cambodia,SSP3-7.0,2080-2099,84.83,86.68,88.57
Kiribati,SSP3-7.0,1986-2005,79.74,80.18,80.29
Kiribati,SSP3-7.0,2020-2039,80.30,81.40,81.76
Kiribati,SSP3-7.0,2040-2059,81.64,82.28,82.76
Kiribati,SSP3-7.0,2080-2099,82.90,84.16,85.14
Saint Kitts and Nevis,SSP3-7.0,1986-2005,78.51,78.77,78.96
Saint Kitts and Nevis,SSP3-7.0,2020-2039,79.50,80.02,80.53
Saint Kitts and Nevis,SSP3-7.0,2040-2059,80.26,81.01,81.56
Saint Kitts and Nevis,SSP3-7.0,2080-2099,81.54,82.81,84.22
"Korea, Republic of",SSP3-7.0,1986-2005,55.46,55.85,56.48
"Korea, Republic of",SSP3-7.0,2020-2039,57.06,57.85,58.54
"Korea, Republic of",SSP3-7.0,2040-2059,58.43,59.21,59.99
"Korea, Republic of",SSP3-7.0,2080-2099,60.20,62.40,63.87
Kuwait,SSP3-7.0,1986-2005,77.94,78.58,78.87
Kuwait,SSP3-7.0,2020-2039,80.10,80.96,81.56
Kuwait,SSP3-7.0,2040-2059,81.57,82.45,83.57
Kuwait,SSP3-7.0,2080-2099,84.12,86.05,88.48
Lao People's Democratic Republic,SSP3-7.0,1986-2005,74.52,74.77,75.08
Lao People's Democratic Republic,SSP3-7.0,2020-2039,75.50,76.17,76.90
Lao People's Democratic Republic,SSP3-7.0,2040-2059,76.41,77.13,78.23
Lao People's Democratic Republic,SSP3-7.0,2080-2099,77.95,79.70,81.52
Lebanon,SSP3-7.0,1986-2005,62.15,62.47,62.96
Lebanon,SSP3-7.0,2020-2039,64.01,64.75,65.33
Lebanon,SSP3-7.0,2040-2059,65.06,65.87,66.52
Lebanon,SSP3-7.0,2080-2099,67.29,68.77,70.63
Liberia,SSP3-7.0,1986-2005,77.63,77.90,77.97
Liberia,SSP3-7.0,2020-2039,78.82,79.33,79.91
Liberia,SSP3-7.0,2040-2059,79.59,80.51,81.07
Liberia,SSP3-7.0,2080-2099,81.39,82.85,83.74
Libya,SSP3-7.0,1986-2005,69.92,70.18,70.50
Libya,SSP3-7.0,2020-2039,71.82,72.54,73.13
Libya,SSP3-7.0,2040-2059,73.15,73.95,74.83
Libya,SSP3-7.0,2080-2099,75.13,76.88,79.24
Saint Lucia,SSP3-7.0,1986-2005,79.12,79.38,79.63
Saint Lucia,SSP3-7.0,2020-2039,80.23,80.64,81.15
Saint Lucia,SSP3-7.0,2040-2059,80.91,81.55,82.16
Saint Lucia,SSP3-7.0,2080-2099,82.28,83.34,84.72
Liechtenstein,SSP3-7.0,1986-2005,40.68,41.35,41.90
Liechtenstein,SSP3-7.0,2020-2039,42.76,44.07,44.66
Liechtenstein,SSP3-7.0,2040-2059,43.97,45.12,46.39
Liechtenstein,SSP3-7.0,2080-2099,46.43,48.08,50.53
Sri Lanka,SSP3-7.0,1986-2005,79.86,80.12,80.26
Sri Lanka,SSP3-7.0,2020-2039,80.73,81.27,81.70
Sri Lanka,SSP3-7.0,2040-2059,81.45,82.18,82.70
Sri Lanka,SSP3-7.0,2080-2099,82.93,84.11,85.37
Lesotho,SSP3-7.0,1986-2005,54.09,54.42,54.82
Lesotho,SSP3-7.0,2020-2039,55.46,56.33,57.39
Lesotho,SSP3-7.0,2040-2059,56.61,57.83,58.53
Lesotho,SSP3-7.0,2080-2099,58.59,60.93,63.08
Lithuania,SSP3-7.0,1986-2005,42.65,43.53,44.40
Lithuania,SSP3-7.0,2020-2039,45.10,46.32,47.72
Lithuania,SSP3-7.0,2040-2059,46.44,47.76,49.48
Lithuania,SSP3-7.0,2080-2099,49.11,50.84,52.90
Luxembourg,SSP3-7.0,1986-2005,47.56,48.08,48.53
Luxembourg,SSP3-7.0,2020-2039,49.47,50.48,51.40
Luxembourg,SSP3-7.0,2040-2059,50.59,51.46,52.64
Luxembourg,SSP3-7.0,2080-2099,52.92,54.03,56.41
Latvia,SSP3-7.0,1986-2005,41.70,42.57,43.56
Latvia,SSP3-7.0,2020-2039,44.22,45.31,46.91
Latvia,SSP3-7.0,2040-2059,45.30,46.98,48.88
Latvia,SSP3-7.0,2080-2099,48.11,50.21,52.49
Macao,SSP3-7.0,1986-2005,72.98,73.33,73.61
Macao,SSP3-7.0,2020-2039,74.14,74.54,75.25
Macao,SSP3-7.0,2040-2059,74.99,75.58,76.26
Macao,SSP3-7.0,2080-2099,76.74,78.19,79.46
Saint Martin (French part),SSP3-7.0,1986-2005,78.39,78.65,78.82
Saint Martin (French part),SSP3-7.0,2020-2039,79.41,79.91,80.33
Saint Martin (French part),SSP3-7.0,2040-2059,80.12,80.94,81.44
Saint Martin (French part),SSP3-7.0,2080-2099,81.42,82.80,84.13
Morocco,SSP3-7.0,1986-2005,64.95,65.38,65.76
Morocco,SSP3-7.0,2020-2039,66.53,67.33,67.85
Morocco,SSP3-7.0,2040-2059,67.48,68.42,69.72
Morocco,SSP3-7.0,2080-2099,70.08,71.33,73.23
Monaco,SSP3-7.0,1986-2005,57.33,57.72,58.12
Monaco,SSP3-7.0,2020-2039,59.20,60.12,60.89
Monaco,SSP3-7.0,2040-2059,60.26,61.19,62.50
Monaco,SSP3-7.0,2080-2099,62.53,64.01,66.07
"Moldova, Republic of",SSP3-7.0,1986-2005,48.43,49.34,50.05
"Moldova, Republic of",SSP3-7.0,2020-2039,51.16,52.14,53.24
"Moldova, Republic of",SSP3-7.0,2040-2059,52.60,53.63,54.85
"Moldova, Republic of",SSP3-7.0,2080-2099,55.23,56.82,59.64
Madagascar,SSP3-7.0,1986-2005,72.20,72.38,72.69
Madagascar,SSP3-7.0,2020-2039,73.18,73.78,74.35
Madagascar,SSP3-7.0,2040-2059,74.04,74.72,75.31
Madagascar,SSP3-7.0,2080-2099,75.77,77.23,78.36
Maldives,SSP3-7.0,1986-2005,80.33,80.47,80.52
Maldives,SSP3-7.0,2020-2039,81.20,81.63,81.89
Maldives,SSP3-7.0,2040-2059,81.97,82.47,82.87
Maldives,SSP3-7.0,2080-2099,83.47,84.64,85.63
Mexico,SSP3-7.0,1986-2005,70.26,70.54,70.64
Mexico,SSP3-7.0,2020-2039,71.74,72.26,72.74
Mexico,SSP3-7.0,2040-2059,72.77,73.50,74.08
Mexico,SSP3-7.0,2080-2099,74.79,76.32,77.92
Marshall Islands,SSP3-7.0,1986-2005,79.88,80.07,80.15
Marshall Islands,SSP3-7.0,2020-2039,80.66,81.29,81.74
Marshall Islands,SSP3-7.0,2040-2059,81.63,82.09,82.70
Marshall Islands,SSP3-7.0,2080-2099,83.01,83.99,85.17
North Macedonia,SSP3-7.0,1986-2005,50.41,50.94,51.79
North Macedonia,SSP3-7.0,2020-2039,52.52,53.71,55.11
North Macedonia,SSP3-7.0,2040-2059,53.85,55.02,56.33
North Macedonia,SSP3-7.0,2080-2099,56.29,58.15,61.80
Mali,SSP3-7.0,1986-2005,83.42,83.75,84.05
Mali,SSP3-7.0,2020-2039,84.99,85.73,86.31
Mali,SSP3-7.0,2040-2059,86.11,87.25,87.79
Mali,SSP3-7.0,2080-2099,88.50,90.54,91.81
Malta,SSP3-7.0,1986-2005,65.70,65.94,66.40
Malta,SSP3-7.0,2020-2039,67.40,67.95,68.81
Malta,SSP3-7.0,2040-2059,68.14,69.09,70.00
Malta,SSP3-7.0,2080-2099,70.13,71.46,73.56
Myanmar,SSP3-7.0,1986-2005,77.67,77.90,78.15
Myanmar,SSP3-7.0,2020-2039,78.41,79.12,79.61
Myanmar,SSP3-7.0,2040-2059,79.27,80.02,80.85
Myanmar,SSP3-7.0,2080-2099,81.08,82.60,84.05
Montenegro,SSP3-7.0,1986-2005,50.01,50.43,51.12
Montenegro,SSP3-7.0,2020-2039,52.05,53.15,54.32
Montenegro,SSP3-7.0,2040-2059,53.22,54.37,55.75
Montenegro,SSP3-7.0,2080-2099,55.57,57.29,60.55
Mongolia,SSP3-7.0,1986-2005,31.25,31.99,32.58
Mongolia,SSP3-7.0,2020-2039,33.50,34.37,35.80
Mongolia,SSP3-7.0,2040-2059,34.94,36.04,37.19
Mongolia,SSP3-7.0,2080-2099,37.76,39.79,42.73
Northern Mariana Islands,SSP3-7.0,1986-2005,80.03,80.16,80.49
Northern Mariana Islands,SSP3-7.0,2020-2039,81.03,81.48,81.80
Northern Mariana Islands,SSP3-7.0,2040-2059,81.71,82.25,82.82
Northern Mariana Islands,SSP3-7.0,2080-2099,83.16,84.17,85.54
Mozambique,SSP3-7.0,1986-2005,74.07,74.50,74.76
Mozambique,SSP3-7.0,2020-2039,75.48,75.90,76.60
Mozambique,SSP3-7.0,2040-2059,76.25,77.14,77.73
Mozambique,SSP3-7.0,2080-2099,78.06,79.81,81.04
Mauritania,SSP3-7.0,1986-2005,82.18,82.45,82.69
Mauritania,SSP3-7.0,2020-2039,83.88,84.38,85.12
Mauritania,SSP3-7.0,2040-2059,84.72,85.69,86.96
Mauritania,SSP3-7.0,2080-2099,86.97,88.81,91.04
Montserrat,SSP3-7.0,1986-2005,78.63,78.90,79.07
Montserrat,SSP3-7.0,2020-2039,79.62,80.12,80.69
Montserrat,SSP3-7.0,2040-2059,80.42,81.08,81.67
Montserrat,SSP3-7.0,2080-2099,81.68,82.87,84.31
Martinique,SSP3-7.0,1986-2005,78.50,78.75,78.99
Martinique,SSP3-7.0,2020-2039,79.55,80.00,80.58
Martinique,SSP3-7.0,2040-2059,80.27,80.90,81.52
Martinique,SSP3-7.0,2080-2099,81.61,82.70,84.11
Mauritius,SSP3-7.0,1986-2005,75.60,75.70,75.93
Mauritius,SSP3-7.0,2020-2039,76.20,76.78,77.29
Mauritius,SSP3-7.0,2040-2059,77.16,77.65,78.13
Mauritius,SSP3-7.0,2080-2099,78.28,79.49,80.42
Malawi,SSP3-7.0,1986-2005,71.30,71.63,71.84
Malawi,SSP3-7.0,2020-2039,72.78,73.25,74.01
Malawi,SSP3-7.0,2040-2059,73.66,74.51,75.19
Malawi,SSP3-7.0,2080-2099,75.64,77.55,78.80
Malaysia,SSP3-7.0,1986-2005,80.10,80.24,80.34
Malaysia,SSP3-7.0,2020-2039,81.11,81.47,81.83
Malaysia,SSP3-7.0,2040-2059,81.90,82.27,83.03
Malaysia,SSP3-7.0,2080-2099,83.22,84.28,85.88
Mayotte,SSP3-7.0,1986-2005,78.42,78.55,78.74
Mayotte,SSP3-7.0,2020-2039,79.21,79.71,80.23
Mayotte,SSP3-7.0,2040-2059,80.05,80.57,81.11
Mayotte,SSP3-7.0,2080-2099,81.47,82.67,83.61
Namibia,SSP3-7.0,1986-2005,70.59,70.98,71.32
Namibia,SSP3-7.0,2020-2039,72.24,72.78,73.35
Namibia,SSP3-7.0,2040-2059,73.14,74.27,74.97
Namibia,SSP3-7.0,2080-2099,75.66,77.67,78.90
New Caledonia,SSP3-7.0,1986-2005,73.26,73.55,73.90
New Caledonia,SSP3-7.0,2020-2039,74.18,74.70,75.00
New Caledonia,SSP3-7.0,2040-2059,74.84,75.50,76.04
New Caledonia,SSP3-7.0,2080-2099,76.27,77.37,78.78
Niger,SSP3-7.0,1986-2005,82.82,83.07,83.45
Niger,SSP3-7.0,2020-2039,84.55,85.09,85.81
Niger,SSP3-7.0,2040-2059,85.42,86.58,87.24
Niger,SSP3-7.0,2080-2099,87.53,89.53,90.91
Norfolk Island,SSP3-7.0,1986-2005,67.23,67.54,67.86
Norfolk Island,SSP3-7.0,2020-2039,68.28,68.73,69.15
Norfolk Island,SSP3-7.0,2040-2059,68.86,69.50,70.14
Norfolk Island,SSP3-7.0,2080-2099,70.44,71.50,72.70
Nigeria,SSP3-7.0,1986-2005,80.52,80.63,80.84
Nigeria,SSP3-7.0,2020-2039,81.68,82.08,82.53
Nigeria,SSP3-7.0,2040-2059,82.27,83.29,83.72
Nigeria,SSP3-7.0,2080-2099,84.05,86.02,86.84
Nicaragua,SSP3-7.0,1986-2005,78.13,78.39,78.78
Nicaragua,SSP3-7.0,2020-2039,79.45,79.99,80.63
Nicaragua,SSP3-7.0,2040-2059,80.30,81.26,82.06
Nicaragua,SSP3-7.0,2080-2099,82.02,83.93,85.80
Niue,SSP3-7.0,1986-2005,77.16,77.39,77.52
Niue,SSP3-7.0,2020-2039,77.80,78.36,78.66
Niue,SSP3-7.0,2040-2059,78.50,78.98,79.57
Niue,SSP3-7.0,2080-2099,79.80,80.60,82.02
Netherlands,SSP3-7.0,1986-2005,55.43,55.93,56.37
Netherlands,SSP3-7.0,2020-2039,57.12,57.75,58.81
Netherlands,SSP3-7.0,2040-2059,57.89,58.77,59.88
Netherlands,SSP3-7.0,2080-2099,59.67,60.88,62.73
Norway,SSP3-7.0,1986-2005,37.60,38.24,39.16
Norway,SSP3-7.0,2020-2039,39.80,40.90,41.93
Norway,SSP3-7.0,2040-2059,39.88,42.23,43.73
Norway,SSP3-7.0,2080-2099,42.07,45.06,47.94
Nepal,SSP3-7.0,1986-2005,67.00,67.37,67.84
Nepal,SSP3-7.0,2020-2039,68.07,68.80,69.25
Nepal,SSP3-7.0,2040-2059,68.97,69.97,70.67
Nepal,SSP3-7.0,2080-2099,71.61,73.28,74.29
Nauru,SSP3-7.0,1986-2005,80.23,80.68,80.83
Nauru,SSP3-7.0,2020-2039,80.83,81.87,82.23
Nauru,SSP3-7.0,2040-2059,82.22,82.80,83.33
Nauru,SSP3-7.0,2080-2099,83.50,84.62,85.87
New Zealand,SSP3-7.0,1986-2005,54.19,54.42,54.71
New Zealand,SSP3-7.0,2020-2039,55.10,55.57,55.88
New Zealand,SSP3-7.0,2040-2059,55.84,56.46,57.04
New Zealand,SSP3-7.0,2080-2099,57.04,58.33,59.66
Oman,SSP3-7.0,1986-2005,80.83,81.06,81.36
Oman,SSP3-7.0,2020-2039,82.25,82.93,83.37
Oman,SSP3-7.0,2040-2059,83.48,84.27,85.12
Oman,SSP3-7.0,2080-2099,85.52,87.16,89.25
Pakistan,SSP3-7.0,1986-2005,61.56,61.76,62.12
Pakistan,SSP3-7.0,2020-2039,63.17,63.77,64.42
Pakistan,SSP3-7.0,2040-2059,64.23,65.24,65.73
Pakistan,SSP3-7.0,2080-2099,67.05,68.72,70.54
Panama,SSP3-7.0,1986-2005,77.65,77.90,78.01
Panama,SSP3-7.0,2020-2039,78.72,79.30,79.66
Panama,SSP3-7.0,2040-2059,79.67,80.30,80.80
