name,ssp_range,year_range,p0.05,p0.50,p0.95
Eritrea,SSP3-7.0,2080-2099,85.38,87.95,89.54
Spain,SSP3-7.0,1986-2005,70.37,71.02,71.60
Spain,SSP3-7.0,2020-2039,72.52,73.52,74.77
Spain,SSP3-7.0,2040-2059,73.65,75.03,76.78
Spain,SSP3-7.0,2080-2099,76.36,78.85,81.74
Estonia,SSP3-7.0,1986-2005,58.79,60.04,60.93
Estonia,SSP3-7.0,2020-2039,60.89,62.57,64.71
Estonia,SSP3-7.0,2040-2059,62.00,64.01,66.93
Estonia,SSP3-7.0,2080-2099,64.08,66.74,71.11
Ethiopia,SSP3-7.0,1986-2005,71.91,72.17,72.44
Ethiopia,SSP3-7.0,2020-2039,73.02,73.81,74.18
Ethiopia,SSP3-7.0,2040-2059,73.79,74.82,75.71
Ethiopia,SSP3-7.0,2080-2099,75.45,77.72,78.67
Finland,SSP3-7.0,1986-2005,57.10,58.24,59.14
Finland,SSP3-7.0,2020-2039,58.91,60.61,62.15
Finland,SSP3-7.0,2040-2059,60.07,62.13,64.32
Finland,SSP3-7.0,2080-2099,62.23,64.96,68.38
Fiji,SSP3-7.0,1986-2005,75.71,76.04,76.41
Fiji,SSP3-7.0,2020-2039,76.55,77.04,77.30
Fiji,SSP3-7.0,2040-2059,77.00,77.69,78.35
Fiji,SSP3-7.0,2080-2099,78.59,79.41,80.62
Falkland Islands (Malvinas),SSP3-7.0,1986-2005,38.39,38.55,38.91
Falkland Islands (Malvinas),SSP3-7.0,2020-2039,38.73,39.43,39.86
Falkland Islands (Malvinas),SSP3-7.0,2040-2059,39.03,39.97,40.73
Falkland Islands (Malvinas),SSP3-7.0,2080-2099,40.28,41.48,42.82
France,SSP3-7.0,1986-2005,64.52,65.09,65.91
France,SSP3-7.0,2020-2039,66.72,67.86,68.74
France,SSP3-7.0,2040-2059,67.98,69.32,70.46
France,SSP3-7.0,2080-2099,70.67,73.04,75.98
Faroe Islands,SSP3-7.0,1986-2005,48.50,49.61,50.21
Faroe Islands,SSP3-7.0,2020-2039,49.41,50.78,52.79
Faroe Islands,SSP3-7.0,2040-2059,49.77,51.50,53.98
Faroe Islands,SSP3-7.0,2080-2099,50.00,53.49,57.78
"Micronesia, Federated States of",SSP3-7.0,1986-2005,79.96,80.23,80.35
"Micronesia, Federated States of",SSP3-7.0,2020-2039,80.99,81.45,81.74
"Micronesia, Federated States of",SSP3-7.0,2040-2059,81.72,82.20,82.80
"Micronesia, Federated States of",SSP3-7.0,2080-2099,83.18,84.14,85.13
Gabon,SSP3-7.0,1986-2005,74.75,75.07,75.19
Gabon,SSP3-7.0,2020-2039,76.04,76.55,76.82
Gabon,SSP3-7.0,2040-2059,76.87,77.63,78.07
Gabon,SSP3-7.0,2080-2099,78.77,80.31,81.22
United Kingdom,SSP3-7.0,1986-2005,57.58,58.28,58.50
United Kingdom,SSP3-7.0,2020-2039,58.88,59.95,60.99
United Kingdom,SSP3-7.0,2040-2059,59.57,60.95,62.43
United Kingdom,SSP3-7.0,2080-2099,61.53,63.25,66.30
Georgia,SSP3-7.0,1986-2005,65.14,65.76,66.20
Georgia,SSP3-7.0,2020-2039,67.54,68.87,70.47
Georgia,SSP3-7.0,2040-2059,69.25,70.41,71.85
Georgia,SSP3-7.0,2080-2099,72.21,74.48,76.63
Guernsey,SSP3-7.0,1986-2005,58.88,59.36,59.80
Guernsey,SSP3-7.0,2020-2039,60.28,61.38,62.36
Guernsey,SSP3-7.0,2040-2059,60.94,62.49,63.47
Guernsey,SSP3-7.0,2080-2099,63.23,65.02,67.18
Ghana,SSP3-7.0,1986-2005,77.97,78.23,78.43
Ghana,SSP3-7.0,2020-2039,79.10,79.48,79.84
Ghana,SSP3-7.0,2040-2059,79.81,80.53,81.00
Ghana,SSP3-7.0,2080-2099,81.42,82.96,84.20
Gibraltar,SSP3-7.0,1986-2005,70.46,71.23,71.70
Gibraltar,SSP3-7.0,2020-2039,72.38,73.27,74.63
Gibraltar,SSP3-7.0,2040-2059,73.37,74.79,75.87
Gibraltar,SSP3-7.0,2080-2099,75.79,77.52,79.96
Guinea,SSP3-7.0,1986-2005,76.43,76.69,76.79
Guinea,SSP3-7.0,2020-2039,77.42,77.96,78.61
Guinea,SSP3-7.0,2040-2059,78.41,79.29,79.77
Guinea,SSP3-7.0,2080-2099,80.14,81.93,83.12
Guadeloupe,SSP3-7.0,1986-2005,79.66,79.90,80.16
Guadeloupe,SSP3-7.0,2020-2039,80.60,81.24,81.61
Guadeloupe,SSP3-7.0,2040-2059,81.32,82.05,82.74
Guadeloupe,SSP3-7.0,2080-2099,82.56,83.84,85.25
Gambia,SSP3-7.0,1986-2005,82.92,83.19,83.37
Gambia,SSP3-7.0,2020-2039,84.07,84.54,84.87
Gambia,SSP3-7.0,2040-2059,84.80,85.50,86.38
Gambia,SSP3-7.0,2080-2099,86.47,87.92,89.45
Guinea-Bissau,SSP3-7.0,1986-2005,80.95,81.26,81.55
Guinea-Bissau,SSP3-7.0,2020-2039,82.02,82.56,82.90
Guinea-Bissau,SSP3-7.0,2040-2059,82.88,83.45,84.18
Guinea-Bissau,SSP3-7.0,2080-2099,84.52,85.95,87.45
Equatorial Guinea,SSP3-7.0,1986-2005,74.23,74.47,74.59
Equatorial Guinea,SSP3-7.0,2020-2039,75.36,75.86,76.16
Equatorial Guinea,SSP3-7.0,2040-2059,76.14,76.95,77.26
Equatorial Guinea,SSP3-7.0,2080-2099,77.78,79.35,80.26
Greece,SSP3-7.0,1986-2005,73.91,74.50,74.82
Greece,SSP3-7.0,2020-2039,76.37,77.42,78.66
Greece,SSP3-7.0,2040-2059,78.00,79.00,80.09
Greece,SSP3-7.0,2080-2099,80.12,82.70,85.52
Grenada,SSP3-7.0,1986-2005,79.57,79.82,80.10
Grenada,SSP3-7.0,2020-2039,80.71,81.22,81.61
Grenada,SSP3-7.0,2040-2059,81.32,82.05,82.59
Grenada,SSP3-7.0,2080-2099,82.82,84.12,85.23
Greenland,SSP3-7.0,1986-2005,34.95,36.20,36.81
Greenland,SSP3-7.0,2020-2039,37.56,37.92,38.96
Greenland,SSP3-7.0,2040-2059,38.10,39.04,40.30
Greenland,SSP3-7.0,2080-2099,38.84,41.45,47.37
Guatemala,SSP3-7.0,1986-2005,72.22,72.50,72.86
Guatemala,SSP3-7.0,2020-2039,73.81,74.38,75.07
Guatemala,SSP3-7.0,2040-2059,74.69,75.88,76.82
Guatemala,SSP3-7.0,2080-2099,76.88,79.05,81.31
French Guiana,SSP3-7.0,1986-2005,78.85,79.22,79.53
French Guiana,SSP3-7.0,2020-2039,80.19,80.77,81.29
French Guiana,SSP3-7.0,2040-2059,81.10,81.79,82.75
French Guiana,SSP3-7.0,2080-2099,82.71,84.43,86.35
Guam,SSP3-7.0,1986-2005,80.53,80.76,81.01
Guam,SSP3-7.0,2020-2039,81.42,81.99,82.28
Guam,SSP3-7.0,2040-2059,82.28,82.72,83.35
Guam,SSP3-7.0,2080-2099,83.70,84.60,86.03
Guyana,SSP3-7.0,1986-2005,78.03,78.26,78.55
Guyana,SSP3-7.0,2020-2039,79.32,79.90,80.43
Guyana,SSP3-7.0,2040-2059,80.25,80.95,81.64
Guyana,SSP3-7.0,2080-2099,82.13,83.59,85.30
Hong Kong,SSP3-7.0,1986-2005,82.24,82.54,82.82
Hong Kong,SSP3-7.0,2020-2039,83.36,83.81,84.25
Hong Kong,SSP3-7.0,2040-2059,84.17,84.75,85.32
Hong Kong,SSP3-7.0,2080-2099,85.76,87.02,88.23
Heard Island and McDonald Islands,SSP3-7.0,1986-2005,32.64,32.80,33.42
Heard Island and McDonald Islands,SSP3-7.0,2020-2039,33.38,33.66,34.30
Heard Island and McDonald Islands,SSP3-7.0,2040-2059,33.95,34.42,35.27
Heard Island and McDonald Islands,SSP3-7.0,2080-2099,34.92,36.62,37.95
Honduras,SSP3-7.0,1986-2005,76.32,76.56,77.03
Honduras,SSP3-7.0,2020-2039,77.83,78.35,79.29
Honduras,SSP3-7.0,2040-2059,78.70,79.92,80.91
Honduras,SSP3-7.0,2080-2099,80.62,82.61,85.06
Croatia,SSP3-7.0,1986-2005,69.54,69.99,70.14
Croatia,SSP3-7.0,2020-2039,71.54,72.88,74.69
Croatia,SSP3-7.0,2040-2059,73.54,74.74,76.15
Croatia,SSP3-7.0,2080-2099,75.85,78.91,82.84
Haiti,SSP3-7.0,1986-2005,79.96,80.34,80.59
Haiti,SSP3-7.0,2020-2039,81.32,81.86,82.45
Haiti,SSP3-7.0,2040-2059,82.09,82.93,83.93
Haiti,SSP3-7.0,2080-2099,83.51,85.19,87.65
Hungary,SSP3-7.0,1986-2005,67.92,68.31,69.05
Hungary,SSP3-7.0,2020-2039,69.98,71.47,73.22
Hungary,SSP3-7.0,2040-2059,72.13,73.25,74.62
Hungary,SSP3-7.0,2080-2099,74.08,77.50,81.19
Indonesia,SSP3-7.0,1986-2005,77.58,77.86,77.97
Indonesia,SSP3-7.0,2020-2039,78.70,79.15,79.43
Indonesia,SSP3-7.0,2040-2059,79.48,80.03,80.68
Indonesia,SSP3-7.0,2080-2099,80.73,82.12,83.61
Isle of Man,SSP3-7.0,1986-2005,55.68,56.38,56.76
Isle of Man,SSP3-7.0,2020-2039,56.92,57.89,58.83
Isle of Man,SSP3-7.0,2040-2059,57.46,58.78,60.31
Isle of Man,SSP3-7.0,2080-2099,59.08,60.85,63.88
India,SSP3-7.0,1986-2005,79.84,80.18,80.53
India,SSP3-7.0,2020-2039,80.57,81.30,81.78
India,SSP3-7.0,2040-2059,81.36,82.26,82.83
India,SSP3-7.0,2080-2099,83.48,84.55,86.07
British Indian Ocean Territory,SSP3-7.0,1986-2005,78.10,78.23,78.47
British Indian Ocean Territory,SSP3-7.0,2020-2039,78.92,79.42,79.86
British Indian Ocean Territory,SSP3-7.0,2040-2059,79.63,80.25,80.92
British Indian Ocean Territory,SSP3-7.0,2080-2099,81.13,82.17,83.54
Ireland,SSP3-7.0,1986-2005,56.91,57.64,58.05
Ireland,SSP3-7.0,2020-2039,57.94,59.27,60.29
Ireland,SSP3-7.0,2040-2059,58.62,60.13,61.63
Ireland,SSP3-7.0,2080-2099,60.12,62.37,65.10
"Iran, Islamic Republic of",SSP3-7.0,1986-2005,79.15,79.56,79.82
"Iran, Islamic Republic of",SSP3-7.0,2020-2039,81.40,82.35,83.12
"Iran, Islamic Republic of",SSP3-7.0,2040-2059,82.81,83.96,85.02
"Iran, Islamic Republic of",SSP3-7.0,2080-2099,86.01,88.06,90.24
Iraq,SSP3-7.0,1986-2005,94.28,94.71,94.88
Iraq,SSP3-7.0,2020-2039,96.57,97.82,99.14
Iraq,SSP3-7.0,2040-2059,98.28,99.55,100.77
Iraq,SSP3-7.0,2080-2099,101.66,103.86,106.08
Iceland,SSP3-7.0,1986-2005,46.89,48.38,49.50
Iceland,SSP3-7.0,2020-2039,48.44,49.62,51.66
Iceland,SSP3-7.0,2040-2059,49.49,50.84,52.83
Iceland,SSP3-7.0,2080-2099,50.98,52.71,57.66
Israel,SSP3-7.0,1986-2005,78.76,79.34,79.72
Israel,SSP3-7.0,2020-2039,80.88,81.83,82.62
Israel,SSP3-7.0,2040-2059,82.23,83.25,83.90
Israel,SSP3-7.0,2080-2099,84.69,86.36,88.23
Italy,SSP3-7.0,1986-2005,70.86,71.38,71.79
Italy,SSP3-7.0,2020-2039,73.32,74.30,75.88
Italy,SSP3-7.0,2040-2059,74.92,75.86,77.79
Italy,SSP3-7.0,2080-2099,77.20,79.83,83.45
Jamaica,SSP3-7.0,1986-2005,80.54,80.87,80.98
Jamaica,SSP3-7.0,2020-2039,81.77,82.24,82.72
Jamaica,SSP3-7.0,2040-2059,82.53,83.37,83.86
Jamaica,SSP3-7.0,2080-2099,83.73,85.62,86.88
Jersey,SSP3-7.0,1986-2005,59.84,60.34,60.79
Jersey,SSP3-7.0,2020-2039,61.26,62.39,63.33
Jersey,SSP3-7.0,2040-2059,61.92,63.48,64.47
Jersey,SSP3-7.0,2080-2099,64.22,66.00,68.19
Jordan,SSP3-7.0,1986-2005,78.75,79.29,79.77
Jordan,SSP3-7.0,2020-2039,80.96,81.98,82.93
Jordan,SSP3-7.0,2040-2059,82.48,83.53,84.84
Jordan,SSP3-7.0,2080-2099,85.09,86.97,89.79
Japan,SSP3-7.0,1986-2005,74.20,74.56,74.91
Japan,SSP3-7.0,2020-2039,75.96,76.60,77.27
Japan,SSP3-7.0,2040-2059,76.92,77.77,78.54
Japan,SSP3-7.0,2080-2099,78.65,80.38,81.93
Kazakhstan,SSP3-7.0,1986-2005,68.98,69.53,70.33
Kazakhstan,SSP3-7.0,2020-2039,71.57,72.82,73.65
Kazakhstan,SSP3-7.0,2040-2059,73.02,74.49,75.93
Kazakhstan,SSP3-7.0,2080-2099,76.18,78.64,81.20
Kenya,SSP3-7.0,1986-2005,70.09,70.40,70.56
Kenya,SSP3-7.0,2020-2039,71.18,71.88,72.42
Kenya,SSP3-7.0,2040-2059,72.16,72.98,73.83
Kenya,SSP3-7.0,2080-2099,73.97,75.65,77.08
Kyrgyzstan,SSP3-7.0,1986-2005,57.81,58.11,59.09
Kyrgyzstan,SSP3-7.0,2020-2039,60.00,60.77,61.69
Kyrgyzstan,SSP3-7.0,2040-2059,60.63,62.47,64.29
Kyrgyzstan,SSP3-7.0,2080-2099,63.76,66.29,68.72
Cambodia,SSP3-7.0,1986-2005,82.27,82.58,82.83
Cambodia,SSP3-7.0,2020-2039,83.22,83.93,84.41
Cambodia,SSP3-7.0,2040-2059,83.75,84.69,86.00
Cambodia,SSP3-7.0,2080-2099,84.99,87.11,88.92
Kiribati,SSP3-7.0,1986-2005,79.84,80.29,80.47
Kiribati,SSP3-7.0,2020-2039,80.90,81.57,81.88
Kiribati,SSP3-7.0,2040-2059,81.99,82.41,82.82
Kiribati,SSP3-7.0,2080-2099,83.00,84.19,85.37
Saint Kitts and Nevis,SSP3-7.0,1986-2005,80.09,80.36,80.63
Saint Kitts and Nevis,SSP3-7.0,2020-2039,81.08,81.69,82.05
Saint Kitts and Nevis,SSP3-7.0,2040-2059,81.77,82.62,83.12
Saint Kitts and Nevis,SSP3-7.0,2080-2099,82.98,84.30,85.79
"Korea, Republic of",SSP3-7.0,1986-2005,74.60,74.89,75.27
"Korea, Republic of",SSP3-7.0,2020-2039,76.30,76.92,77.59
"Korea, Republic of",SSP3-7.0,2040-2059,77.27,78.14,79.26
"Korea, Republic of",SSP3-7.0,2080-2099,79.10,81.14,83.35
Kuwait,SSP3-7.0,1986-2005,97.26,97.75,97.96
Kuwait,SSP3-7.0,2020-2039,99.36,100.52,101.47
Kuwait,SSP3-7.0,2040-2059,101.05,102.14,103.22
Kuwait,SSP3-7.0,2080-2099,103.79,105.99,108.17
Lao People's Democratic Republic,SSP3-7.0,1986-2005,78.02,78.39,78.56
Lao People's Democratic Republic,SSP3-7.0,2020-2039,78.87,79.81,80.27
Lao People's Democratic Republic,SSP3-7.0,2040-2059,79.83,80.67,82.16
Lao People's Democratic Republic,SSP3-7.0,2080-2099,81.45,83.26,86.13
Lebanon,SSP3-7.0,1986-2005,74.19,74.78,75.29
Lebanon,SSP3-7.0,2020-2039,76.31,77.34,78.27
Lebanon,SSP3-7.0,2040-2059,77.81,78.83,79.69
Lebanon,SSP3-7.0,2080-2099,80.25,81.91,83.60
Liberia,SSP3-7.0,1986-2005,76.00,76.18,76.33
Liberia,SSP3-7.0,2020-2039,77.20,77.54,77.91
Liberia,SSP3-7.0,2040-2059,77.96,78.56,79.04
Liberia,SSP3-7.0,2080-2099,79.51,80.80,81.68
Libya,SSP3-7.0,1986-2005,82.84,83.35,83.76
Libya,SSP3-7.0,2020-2039,85.31,86.28,86.81
Libya,SSP3-7.0,2040-2059,86.90,87.68,88.52
Libya,SSP3-7.0,2080-2099,89.32,91.47,94.37
Saint Lucia,SSP3-7.0,1986-2005,80.06,80.33,80.64
Saint Lucia,SSP3-7.0,2020-2039,81.15,81.72,82.09
Saint Lucia,SSP3-7.0,2040-2059,81.77,82.53,83.13
Saint Lucia,SSP3-7.0,2080-2099,83.21,84.42,85.71
Liechtenstein,SSP3-7.0,1986-2005,55.80,56.38,56.84
Liechtenstein,SSP3-7.0,2020-2039,57.85,58.75,60.02
Liechtenstein,SSP3-7.0,2040-2059,59.47,60.40,61.81
Liechtenstein,SSP3-7.0,2080-2099,61.53,64.00,66.40
Sri Lanka,SSP3-7.0,1986-2005,81.32,81.55,81.71
Sri Lanka,SSP3-7.0,2020-2039,82.13,82.80,83.13
Sri Lanka,SSP3-7.0,2040-2059,82.86,83.58,84.27
Sri Lanka,SSP3-7.0,2080-2099,84.36,85.69,87.25
Lesotho,SSP3-7.0,1986-2005,43.24,43.79,44.41
Lesotho,SSP3-7.0,2020-2039,44.95,45.55,46.70
Lesotho,SSP3-7.0,2040-2059,46.07,47.06,48.05
Lesotho,SSP3-7.0,2080-2099,47.98,50.43,52.91
Lithuania,SSP3-7.0,1986-2005,60.37,61.27,61.97
Lithuania,SSP3-7.0,2020-2039,62.54,63.70,65.48
Lithuania,SSP3-7.0,2040-2059,63.30,65.17,67.42
Lithuania,SSP3-7.0,2080-2099,65.68,68.02,70.57
Luxembourg,SSP3-7.0,1986-2005,60.88,61.56,62.23
Luxembourg,SSP3-7.0,2020-2039,63.05,64.01,65.03
Luxembourg,SSP3-7.0,2040-2059,64.17,65.43,67.04
Luxembourg,SSP3-7.0,2080-2099,66.59,69.12,72.08
Latvia,SSP3-7.0,1986-2005,59.52,60.49,61.36
Latvia,SSP3-7.0,2020-2039,61.83,63.14,65.15
Latvia,SSP3-7.0,2040-2059,62.78,64.48,67.34
Latvia,SSP3-7.0,2080-2099,64.99,67.54,71.04
Macao,SSP3-7.0,1986-2005,81.87,82.08,82.49
Macao,SSP3-7.0,2020-2039,82.96,83.45,83.92
Macao,SSP3-7.0,2040-2059,83.81,84.40,85.08
Macao,SSP3-7.0,2080-2099,85.34,86.67,87.94
Saint Martin (French part),SSP3-7.0,1986-2005,80.12,80.42,80.68
Saint Martin (French part),SSP3-7.0,2020-2039,81.19,81.76,82.14
Saint Martin (French part),SSP3-7.0,2040-2059,81.81,82.80,83.20
Saint Martin (French part),SSP3-7.0,2080-2099,83.06,84.41,85.94
Morocco,SSP3-7.0,1986-2005,74.88,75.40,75.89
Morocco,SSP3-7.0,2020-2039,76.30,77.38,78.36
Morocco,SSP3-7.0,2040-2059,77.55,78.66,79.94
Morocco,SSP3-7.0,2080-2099,80.11,81.44,83.31
Monaco,SSP3-7.0,1986-2005,69.06,69.59,70.10
Monaco,SSP3-7.0,2020-2039,71.53,72.43,73.56
Monaco,SSP3-7.0,2040-2059,72.87,74.04,75.61
Monaco,SSP3-7.0,2080-2099,75.09,77.87,80.53
"Moldova, Republic of",SSP3-7.0,1986-2005,68.14,69.02,69.95
"Moldova, Republic of",SSP3-7.0,2020-2039,70.54,72.49,73.43
"Moldova, Republic of",SSP3-7.0,2040-2059,72.54,74.03,75.63
"Moldova, Republic of",SSP3-7.0,2080-2099,75.24,77.80,81.47
Madagascar,SSP3-7.0,1986-2005,66.79,66.99,67.35
Madagascar,SSP3-7.0,2020-2039,67.49,68.41,68.96
Madagascar,SSP3-7.0,2040-2059,68.59,69.31,69.90
Madagascar,SSP3-7.0,2080-2099,70.26,71.74,72.72
Maldives,SSP3-7.0,1986-2005,80.48,80.64,80.68
Maldives,SSP3-7.0,2020-2039,81.42,81.81,82.15
Maldives,SSP3-7.0,2040-2059,82.18,82.73,83.08
Maldives,SSP3-7.0,2080-2099,83.63,84.96,86.00
Mexico,SSP3-7.0,1986-2005,75.32,75.61,75.93
Mexico,SSP3-7.0,2020-2039,76.99,77.52,77.90
Mexico,SSP3-7.0,2040-2059,77.94,78.87,79.39
Mexico,SSP3-7.0,2080-2099,80.17,81.85,83.44
Marshall Islands,SSP3-7.0,1986-2005,79.94,80.10,80.25
Marshall Islands,SSP3-7.0,2020-2039,80.91,81.32,81.80
Marshall Islands,SSP3-7.0,2040-2059,81.62,82.21,82.71
Marshall Islands,SSP3-7.0,2080-2099,83.03,84.08,85.32
North Macedonia,SSP3-7.0,1986-2005,67.73,68.53,68.91
North Macedonia,SSP3-7.0,2020-2039,70.15,71.54,73.87
North Macedonia,SSP3-7.0,2040-2059,72.04,73.40,75.14
North Macedonia,SSP3-7.0,2080-2099,74.92,78.16,82.45
Mali,SSP3-7.0,1986-2005,86.01,86.38,86.53
Mali,SSP3-7.0,2020-2039,87.37,87.88,88.68
Mali,SSP3-7.0,2040-2059,88.24,89.48,90.38
Mali,SSP3-7.0,2080-2099,90.54,92.89,94.44
Malta,SSP3-7.0,1986-2005,74.83,75.25,75.67
Malta,SSP3-7.0,2020-2039,76.95,77.76,78.84
Malta,SSP3-7.0,2040-2059,78.01,79.07,79.54
Malta,SSP3-7.0,2080-2099,79.96,82.01,84.82
Myanmar,SSP3-7.0,1986-2005,79.46,79.78,79.89
Myanmar,SSP3-7.0,2020-2039,80.36,80.96,81.22
Myanmar,SSP3-7.0,2040-2059,81.24,81.74,82.46
Myanmar,SSP3-7.0,2080-2099,82.56,84.07,85.51
Montenegro,SSP3-7.0,1986-2005,65.37,66.04,66.31
Montenegro,SSP3-7.0,2020-2039,67.63,68.83,70.87
Montenegro,SSP3-7.0,2040-2059,69.38,70.68,72.47
Montenegro,SSP3-7.0,2080-2099,71.93,74.95,79.26
Mongolia,SSP3-7.0,1986-2005,61.06,61.72,62.13
Mongolia,SSP3-7.0,2020-2039,63.50,64.69,66.57
Mongolia,SSP3-7.0,2040-2059,64.90,66.23,68.51
Mongolia,SSP3-7.0,2080-2099,67.85,70.11,74.01
Northern Mariana Islands,SSP3-7.0,1986-2005,80.82,80.97,81.34
Northern Mariana Islands,SSP3-7.0,2020-2039,81.74,82.24,82.54
Northern Mariana Islands,SSP3-7.0,2040-2059,82.52,83.01,83.61
Northern Mariana Islands,SSP3-7.0,2080-2099,83.92,84.92,86.43
Mozambique,SSP3-7.0,1986-2005,68.30,68.84,69.11
Mozambique,SSP3-7.0,2020-2039,69.65,70.12,70.98
Mozambique,SSP3-7.0,2040-2059,70.43,71.34,72.37
Mozambique,SSP3-7.0,2080-2099,72.08,74.15,75.84
Mauritania,SSP3-7.0,1986-2005,87.81,88.08,88.30
Mauritania,SSP3-7.0,2020-2039,89.07,89.73,90.30
Mauritania,SSP3-7.0,2040-2059,89.82,90.88,91.71
Mauritania,SSP3-7.0,2080-2099,91.78,93.64,95.35
Montserrat,SSP3-7.0,1986-2005,80.15,80.38,80.62
Montserrat,SSP3-7.0,2020-2039,81.10,81.73,82.06
Montserrat,SSP3-7.0,2040-2059,81.82,82.55,83.14
Montserrat,SSP3-7.0,2080-2099,83.03,84.33,85.76
Martinique,SSP3-7.0,1986-2005,79.73,79.90,80.22
Martinique,SSP3-7.0,2020-2039,80.68,81.29,81.66
Martinique,SSP3-7.0,2040-2059,81.33,82.07,82.71
Martinique,SSP3-7.0,2080-2099,82.72,83.93,85.23
Mauritius,SSP3-7.0,1986-2005,72.35,72.53,72.80
Mauritius,SSP3-7.0,2020-2039,72.67,73.60,74.09
Mauritius,SSP3-7.0,2040-2059,73.87,74.44,74.93
Mauritius,SSP3-7.0,2080-2099,75.09,76.20,77.11
Malawi,SSP3-7.0,1986-2005,65.39,65.90,66.15
Malawi,SSP3-7.0,2020-2039,66.64,67.27,68.45
Malawi,SSP3-7.0,2040-2059,67.36,68.47,69.90
Malawi,SSP3-7.0,2080-2099,69.53,71.42,73.58
Malaysia,SSP3-7.0,1986-2005,80.62,80.80,80.95
Malaysia,SSP3-7.0,2020-2039,81.61,82.05,82.35
Malaysia,SSP3-7.0,2040-2059,82.47,82.86,83.63
Malaysia,SSP3-7.0,2080-2099,83.81,84.93,86.65
Mayotte,SSP3-7.0,1986-2005,76.25,76.35,76.60
Mayotte,SSP3-7.0,2020-2039,76.85,77.57,78.13
Mayotte,SSP3-7.0,2040-2059,77.92,78.39,78.86
Mayotte,SSP3-7.0,2080-2099,79.21,80.40,81.41
Namibia,SSP3-7.0,1986-2005,62.21,62.86,63.22
Namibia,SSP3-7.0,2020-2039,63.98,64.70,65.33
Namibia,SSP3-7.0,2040-2059,64.86,66.03,67.12
Namibia,SSP3-7.0,2080-2099,67.08,69.41,71.35
New Caledonia,SSP3-7.0,1986-2005,68.95,69.29,69.88
New Caledonia,SSP3-7.0,2020-2039,69.74,70.35,70.90
New Caledonia,SSP3-7.0,2040-2059,70.45,71.17,71.62
New Caledonia,SSP3-7.0,2080-2099,71.80,73.03,74.41
Niger,SSP3-7.0,1986-2005,86.45,86.81,87.01
Niger,SSP3-7.0,2020-2039,87.18,88.45,88.96
Niger,SSP3-7.0,2040-2059,88.35,89.73,90.48
Niger,SSP3-7.0,2080-2099,90.52,92.40,94.09
Norfolk Island,SSP3-7.0,1986-2005,63.50,63.83,64.22
Norfolk Island,SSP3-7.0,2020-2039,64.38,64.96,65.25
Norfolk Island,SSP3-7.0,2040-2059,64.96,65.69,66.13
Norfolk Island,SSP3-7.0,2080-2099,66.48,67.59,68.60
Nigeria,SSP3-7.0,1986-2005,78.66,78.98,79.21
Nigeria,SSP3-7.0,2020-2039,79.69,80.12,80.63
Nigeria,SSP3-7.0,2040-2059,80.43,81.27,81.77
Nigeria,SSP3-7.0,2080-2099,82.07,83.68,84.99
Nicaragua,SSP3-7.0,1986-2005,78.54,78.86,79.24
Nicaragua,SSP3-7.0,2020-2039,79.97,80.60,81.24
Nicaragua,SSP3-7.0,2040-2059,80.81,82.00,82.92
Nicaragua,SSP3-7.0,2080-2099,82.56,84.72,87.26
Niue,SSP3-7.0,1986-2005,74.90,75.32,75.44
Niue,SSP3-7.0,2020-2039,75.37,76.23,76.56
Niue,SSP3-7.0,2040-2059,76.19,76.64,77.33
Niue,SSP3-7.0,2080-2099,77.53,78.24,79.68
Netherlands,SSP3-7.0,1986-2005,65.33,65.78,66.07
Netherlands,SSP3-7.0,2020-2039,67.12,67.73,68.43
Netherlands,SSP3-7.0,2040-2059,67.79,68.58,70.04
Netherlands,SSP3-7.0,2080-2099,69.56,71.10,73.72
Norway,SSP3-7.0,1986-2005,51.81,52.86,53.43
Norway,SSP3-7.0,2020-2039,53.55,54.55,55.63
Norway,SSP3-7.0,2040-2059,54.37,55.70,57.30
Norway,SSP3-7.0,2080-2099,56.37,58.41,61.50
Nepal,SSP3-7.0,1986-2005,76.16,76.65,77.21
Nepal,SSP3-7.0,2020-2039,77.09,77.70,78.32
Nepal,SSP3-7.0,2040-2059,77.87,78.70,79.69
Nepal,SSP3-7.0,2080-2099,79.99,81.32,82.98
Nauru,SSP3-7.0,1986-2005,79.98,80.58,80.83
Nauru,SSP3-7.0,2020-2039,81.07,81.89,82.41
Nauru,SSP3-7.0,2040-2059,82.36,82.74,83.32
Nauru,SSP3-7.0,2080-2099,83.60,84.57,86.04
New Zealand,SSP3-7.0,1986-2005,48.45,48.83,49.32
New Zealand,SSP3-7.0,2020-2039,49.41,49.83,50.50
New Zealand,SSP3-7.0,2040-2059,50.02,50.73,51.36
New Zealand,SSP3-7.0,2080-2099,51.48,52.66,53.98
Oman,SSP3-7.0,1986-2005,90.53,90.91,91.08
Oman,SSP3-7.0,2020-2039,92.06,92.54,93.19
Oman,SSP3-7.0,2040-2059,92.98,93.99,94.61
Oman,SSP3-7.0,2080-2099,94.88,96.42,98.53
Pakistan,SSP3-7.0,1986-2005,76.83,77.21,77.54
Pakistan,SSP3-7.0,2020-2039,78.26,79.00,80.07
Pakistan,SSP3-7.0,2040-2059,79.05,80.15,81.15
Pakistan,SSP3-7.0,2080-2099,81.50,83.20,85.07
Panama,SSP3-7.0,1986-2005,77.78,78.18,78.28
Panama,SSP3-7.0,2020-2039,79.05,79.57,79.91
