name,ssp_range,year_range,p0.05,p0.50,p0.95
Latvia,SSP5-8.5,2040-2059,63.65,64.90,68.73
Latvia,SSP5-8.5,2080-2099,66.77,69.65,76.34
Macao,SSP5-8.5,1986-2005,81.85,82.23,82.53
Macao,SSP5-8.5,2020-2039,83.25,83.78,84.47
Macao,SSP5-8.5,2040-2059,84.25,85.15,86.46
Macao,SSP5-8.5,2080-2099,86.32,88.44,90.82
Saint Martin (French part),SSP5-8.5,1986-2005,80.06,80.42,80.59
Saint Martin (French part),SSP5-8.5,2020-2039,81.21,81.91,82.56
Saint Martin (French part),SSP5-8.5,2040-2059,82.25,82.90,84.16
Saint Martin (French part),SSP5-8.5,2080-2099,83.91,85.20,87.47
Morocco,SSP5-8.5,1986-2005,74.61,75.39,75.79
Morocco,SSP5-8.5,2020-2039,76.67,77.70,78.78
Morocco,SSP5-8.5,2040-2059,78.25,79.41,81.19
Morocco,SSP5-8.5,2080-2099,81.14,83.96,86.45
Monaco,SSP5-8.5,1986-2005,69.04,69.60,70.06
Monaco,SSP5-8.5,2020-2039,71.65,72.64,74.71
Monaco,SSP5-8.5,2040-2059,73.28,74.93,77.47
Monaco,SSP5-8.5,2080-2099,76.55,81.05,84.79
"Moldova, Republic of",SSP5-8.5,1986-2005,68.09,69.02,70.16
"Moldova, Republic of",SSP5-8.5,2020-2039,71.15,72.49,75.42
"Moldova, Republic of",SSP5-8.5,2040-2059,73.55,75.10,78.33
"Moldova, Republic of",SSP5-8.5,2080-2099,76.64,81.17,85.45
Madagascar,SSP5-8.5,1986-2005,66.80,67.03,67.35
Madagascar,SSP5-8.5,2020-2039,67.85,68.36,69.00
Madagascar,SSP5-8.5,2040-2059,69.15,69.62,70.90
Madagascar,SSP5-8.5,2080-2099,71.25,72.78,74.93
Maldives,SSP5-8.5,1986-2005,80.48,80.64,80.79
Maldives,SSP5-8.5,2020-2039,81.61,81.87,82.42
Maldives,SSP5-8.5,2040-2059,82.47,83.11,84.08
Maldives,SSP5-8.5,2080-2099,84.52,86.02,87.96
Mexico,SSP5-8.5,1986-2005,75.32,75.62,75.93
Mexico,SSP5-8.5,2020-2039,77.30,77.68,78.47
Mexico,SSP5-8.5,2040-2059,78.47,79.45,80.65
Mexico,SSP5-8.5,2080-2099,81.15,83.52,86.65
Marshall Islands,SSP5-8.5,1986-2005,79.95,80.10,80.34
Marshall Islands,SSP5-8.5,2020-2039,81.13,81.42,82.20
Marshall Islands,SSP5-8.5,2040-2059,81.98,82.49,83.87
Marshall Islands,SSP5-8.5,2080-2099,83.73,85.13,86.98
North Macedonia,SSP5-8.5,1986-2005,67.73,68.66,69.10
North Macedonia,SSP5-8.5,2020-2039,70.90,72.20,74.07
North Macedonia,SSP5-8.5,2040-2059,73.47,74.92,77.44
North Macedonia,SSP5-8.5,2080-2099,76.91,81.91,85.28
Mali,SSP5-8.5,1986-2005,86.02,86.30,86.44
Mali,SSP5-8.5,2020-2039,87.00,88.04,89.10
Mali,SSP5-8.5,2040-2059,88.57,89.75,92.09
Mali,SSP5-8.5,2080-2099,91.10,94.25,98.20
Malta,SSP5-8.5,1986-2005,74.84,75.23,75.90
Malta,SSP5-8.5,2020-2039,77.06,78.22,79.44
Malta,SSP5-8.5,2040-2059,78.19,80.07,81.74
Malta,SSP5-8.5,2080-2099,80.57,84.61,87.18
Myanmar,SSP5-8.5,1986-2005,79.45,79.70,79.89
Myanmar,SSP5-8.5,2020-2039,80.24,81.01,81.75
Myanmar,SSP5-8.5,2040-2059,81.13,82.25,83.61
Myanmar,SSP5-8.5,2080-2099,83.15,85.24,86.64
Montenegro,SSP5-8.5,1986-2005,65.35,66.07,66.37
Montenegro,SSP5-8.5,2020-2039,68.24,69.59,71.47
Montenegro,SSP5-8.5,2040-2059,70.40,72.27,74.65
Montenegro,SSP5-8.5,2080-2099,74.58,78.88,82.14
Mongolia,SSP5-8.5,1986-2005,61.19,61.76,62.09
Mongolia,SSP5-8.5,2020-2039,63.92,65.38,66.47
Mongolia,SSP5-8.5,2040-2059,65.68,67.52,70.18
Mongolia,SSP5-8.5,2080-2099,69.42,72.91,77.56
Northern Mariana Islands,SSP5-8.5,1986-2005,80.80,81.00,81.34
Northern Mariana Islands,SSP5-8.5,2020-2039,82.00,82.28,83.02
Northern Mariana Islands,SSP5-8.5,2040-2059,82.94,83.41,84.74
Northern Mariana Islands,SSP5-8.5,2080-2099,84.89,86.02,88.42
Mozambique,SSP5-8.5,1986-2005,68.37,68.83,69.17
Mozambique,SSP5-8.5,2020-2039,69.76,70.32,71.04
Mozambique,SSP5-8.5,2040-2059,70.89,71.80,73.38
Mozambique,SSP5-8.5,2080-2099,73.34,75.68,78.02
Mauritania,SSP5-8.5,1986-2005,87.81,88.07,88.21
Mauritania,SSP5-8.5,2020-2039,89.13,89.84,90.48
Mauritania,SSP5-8.5,2040-2059,90.47,91.33,92.64
Mauritania,SSP5-8.5,2080-2099,92.77,94.67,97.36
Montserrat,SSP5-8.5,1986-2005,80.07,80.36,80.61
Montserrat,SSP5-8.5,2020-2039,81.24,81.76,82.47
Montserrat,SSP5-8.5,2040-2059,82.20,82.76,83.97
Montserrat,SSP5-8.5,2080-2099,83.77,85.02,87.07
Martinique,SSP5-8.5,1986-2005,79.64,79.92,80.18
Martinique,SSP5-8.5,2020-2039,80.95,81.26,81.96
Martinique,SSP5-8.5,2040-2059,81.70,82.32,83.45
Martinique,SSP5-8.5,2080-2099,83.29,84.71,86.68
Mauritius,SSP5-8.5,1986-2005,72.32,72.60,72.97
Mauritius,SSP5-8.5,2020-2039,73.31,73.62,74.25
Mauritius,SSP5-8.5,2040-2059,74.19,74.59,75.61
Mauritius,SSP5-8.5,2080-2099,75.99,77.11,78.70
Malawi,SSP5-8.5,1986-2005,65.44,65.94,66.25
Malawi,SSP5-8.5,2020-2039,66.65,67.55,67.96
Malawi,SSP5-8.5,2040-2059,68.03,69.02,70.89
Malawi,SSP5-8.5,2080-2099,70.09,73.15,75.71
Malaysia,SSP5-8.5,1986-2005,80.55,80.84,81.03
Malaysia,SSP5-8.5,2020-2039,81.79,82.19,82.70
Malaysia,SSP5-8.5,2040-2059,82.57,83.31,84.33
Malaysia,SSP5-8.5,2080-2099,84.66,86.20,88.27
Mayotte,SSP5-8.5,1986-2005,76.12,76.42,76.65
Mayotte,SSP5-8.5,2020-2039,77.25,77.63,78.32
Mayotte,SSP5-8.5,2040-2059,78.23,78.71,79.80
Mayotte,SSP5-8.5,2080-2099,80.22,81.35,83.26
Namibia,SSP5-8.5,1986-2005,62.29,62.94,63.22
Namibia,SSP5-8.5,2020-2039,63.84,64.88,66.21
Namibia,SSP5-8.5,2040-2059,65.46,66.51,68.50
Namibia,SSP5-8.5,2080-2099,68.98,71.01,74.04
New Caledonia,SSP5-8.5,1986-2005,68.93,69.26,69.54
New Caledonia,SSP5-8.5,2020-2039,69.91,70.25,70.96
New Caledonia,SSP5-8.5,2040-2059,70.75,71.22,72.49
New Caledonia,SSP5-8.5,2080-2099,72.59,73.95,76.07
Niger,SSP5-8.5,1986-2005,86.46,86.81,86.94
Niger,SSP5-8.5,2020-2039,87.40,88.20,89.58
Niger,SSP5-8.5,2040-2059,88.65,89.68,92.30
Niger,SSP5-8.5,2080-2099,90.70,93.65,97.98
Norfolk Island,SSP5-8.5,1986-2005,63.42,63.83,64.22
Norfolk Island,SSP5-8.5,2020-2039,64.38,64.85,65.43
Norfolk Island,SSP5-8.5,2040-2059,65.32,65.76,66.91
Norfolk Island,SSP5-8.5,2080-2099,67.20,68.52,70.39
Nigeria,SSP5-8.5,1986-2005,78.71,78.94,79.18
Nigeria,SSP5-8.5,2020-2039,79.63,80.24,81.15
Nigeria,SSP5-8.5,2040-2059,80.78,81.33,83.42
Nigeria,SSP5-8.5,2080-2099,82.78,84.74,88.32
Nicaragua,SSP5-8.5,1986-2005,78.62,78.98,79.24
Nicaragua,SSP5-8.5,2020-2039,80.04,80.79,81.67
Nicaragua,SSP5-8.5,2040-2059,81.43,82.53,84.11
Nicaragua,SSP5-8.5,2080-2099,84.34,86.51,89.93
Niue,SSP5-8.5,1986-2005,74.76,75.30,75.44
Niue,SSP5-8.5,2020-2039,75.68,76.17,76.65
Niue,SSP5-8.5,2040-2059,76.41,77.05,77.83
Niue,SSP5-8.5,2080-2099,77.90,79.15,80.67
Netherlands,SSP5-8.5,1986-2005,65.26,65.65,66.05
Netherlands,SSP5-8.5,2020-2039,66.70,67.99,69.32
Netherlands,SSP5-8.5,2040-2059,67.93,69.29,71.56
Netherlands,SSP5-8.5,2080-2099,70.79,72.45,76.34
Norway,SSP5-8.5,1986-2005,51.74,52.68,53.47
Norway,SSP5-8.5,2020-2039,53.48,55.00,56.73
Norway,SSP5-8.5,2040-2059,54.78,56.19,59.23
Norway,SSP5-8.5,2080-2099,57.52,59.48,64.75
Nepal,SSP5-8.5,1986-2005,76.22,76.77,77.21
Nepal,SSP5-8.5,2020-2039,77.00,78.04,78.82
Nepal,SSP5-8.5,2040-2059,78.27,79.23,80.98
Nepal,SSP5-8.5,2080-2099,80.28,83.00,85.06
Nauru,SSP5-8.5,1986-2005,80.20,80.62,81.07
Nauru,SSP5-8.5,2020-2039,81.56,82.00,83.00
Nauru,SSP5-8.5,2040-2059,82.40,82.95,84.79
Nauru,SSP5-8.5,2080-2099,84.12,85.95,88.35
New Zealand,SSP5-8.5,1986-2005,48.41,48.83,49.09
New Zealand,SSP5-8.5,2020-2039,49.23,49.84,50.36
New Zealand,SSP5-8.5,2040-2059,50.21,50.78,51.90
New Zealand,SSP5-8.5,2080-2099,52.47,53.45,55.64
Oman,SSP5-8.5,1986-2005,90.49,90.91,91.07
Oman,SSP5-8.5,2020-2039,91.97,92.74,93.90
Oman,SSP5-8.5,2040-2059,93.15,94.34,96.13
Oman,SSP5-8.5,2080-2099,96.04,97.35,101.13
Pakistan,SSP5-8.5,1986-2005,76.79,77.25,77.54
Pakistan,SSP5-8.5,2020-2039,78.43,79.07,79.94
Pakistan,SSP5-8.5,2040-2059,79.68,81.05,82.31
Pakistan,SSP5-8.5,2080-2099,82.70,85.33,88.24
Panama,SSP5-8.5,1986-2005,77.91,78.21,78.36
Panama,SSP5-8.5,2020-2039,79.24,79.68,80.38
Panama,SSP5-8.5,2040-2059,80.10,80.86,82.24
Panama,SSP5-8.5,2080-2099,82.24,83.93,86.14
Pitcairn,SSP5-8.5,1986-2005,70.31,70.73,71.22
Pitcairn,SSP5-8.5,2020-2039,71.17,71.46,71.86
Pitcairn,SSP5-8.5,2040-2059,71.72,72.11,72.82
Pitcairn,SSP5-8.5,2080-2099,72.79,74.04,75.35
Peru,SSP5-8.5,1986-2005,59.26,59.53,59.70
Peru,SSP5-8.5,2020-2039,61.07,61.53,62.38
Peru,SSP5-8.5,2040-2059,62.26,63.17,64.80
Peru,SSP5-8.5,2080-2099,64.84,67.87,69.75
Philippines,SSP5-8.5,1986-2005,79.90,80.21,80.37
Philippines,SSP5-8.5,2020-2039,81.24,81.48,82.09
Philippines,SSP5-8.5,2040-2059,82.05,82.63,83.72
Philippines,SSP5-8.5,2080-2099,83.97,85.40,87.17
Palau,SSP5-8.5,1986-2005,80.02,80.30,80.50
Palau,SSP5-8.5,2020-2039,81.36,81.54,82.20
Palau,SSP5-8.5,2040-2059,82.03,82.59,83.71
Palau,SSP5-8.5,2080-2099,83.92,85.26,87.18
Papua New Guinea,SSP5-8.5,1986-2005,72.89,73.33,73.47
Papua New Guinea,SSP5-8.5,2020-2039,74.32,74.60,75.15
Papua New Guinea,SSP5-8.5,2040-2059,75.26,75.72,76.56
Papua New Guinea,SSP5-8.5,2080-2099,77.24,78.54,80.27
Poland,SSP5-8.5,1986-2005,62.34,62.91,63.44
Poland,SSP5-8.5,2020-2039,64.70,65.21,68.22
Poland,SSP5-8.5,2040-2059,66.04,67.80,70.30
Poland,SSP5-8.5,2080-2099,69.11,73.04,76.91
Puerto Rico,SSP5-8.5,1986-2005,80.00,80.37,80.55
Puerto Rico,SSP5-8.5,2020-2039,81.14,81.86,82.56
Puerto Rico,SSP5-8.5,2040-2059,82.23,82.97,84.22
Puerto Rico,SSP5-8.5,2080-2099,84.04,85.98,87.76
"Korea, Democratic People's Republic of",SSP5-8.5,1986-2005,69.17,69.59,69.87
"Korea, Democratic People's Republic of",SSP5-8.5,2020-2039,71.08,72.29,73.28
"Korea, Democratic People's Republic of",SSP5-8.5,2040-2059,72.53,74.35,75.96
"Korea, Democratic People's Republic of",SSP5-8.5,2080-2099,75.32,79.11,82.01
Portugal,SSP5-8.5,1986-2005,68.66,69.30,69.91
Portugal,SSP5-8.5,2020-2039,70.36,71.69,72.58
Portugal,SSP5-8.5,2040-2059,72.06,73.25,74.98
Portugal,SSP5-8.5,2080-2099,75.31,77.91,81.06
Paraguay,SSP5-8.5,1986-2005,65.44,66.18,66.83
Paraguay,SSP5-8.5,2020-2039,66.91,68.40,70.23
Paraguay,SSP5-8.5,2040-2059,67.92,69.61,71.78
Paraguay,SSP5-8.5,2080-2099,69.13,73.28,77.60
"Palestine, State of",SSP5-8.5,1986-2005,79.51,80.03,80.50
"Palestine, State of",SSP5-8.5,2020-2039,81.68,82.81,83.90
"Palestine, State of",SSP5-8.5,2040-2059,83.67,85.12,86.60
"Palestine, State of",SSP5-8.5,2080-2099,86.68,89.84,93.27
French Polynesia,SSP5-8.5,1986-2005,75.79,76.09,76.44
French Polynesia,SSP5-8.5,2020-2039,76.86,77.10,77.44
French Polynesia,SSP5-8.5,2040-2059,77.45,77.98,78.61
French Polynesia,SSP5-8.5,2080-2099,78.85,80.14,81.28
Qatar,SSP5-8.5,1986-2005,92.58,92.99,93.25
Qatar,SSP5-8.5,2020-2039,94.06,95.61,96.63
Qatar,SSP5-8.5,2040-2059,95.64,97.72,99.42
Qatar,SSP5-8.5,2080-2099,98.87,102.87,106.41
Réunion,SSP5-8.5,1986-2005,66.95,67.19,67.64
Réunion,SSP5-8.5,2020-2039,67.86,68.23,68.81
Réunion,SSP5-8.5,2040-2059,68.76,69.31,70.27
Réunion,SSP5-8.5,2080-2099,70.58,71.75,73.44
Romania,SSP5-8.5,1986-2005,66.85,67.63,68.26
Romania,SSP5-8.5,2020-2039,69.93,71.04,73.61
Romania,SSP5-8.5,2040-2059,72.09,73.72,76.24
Romania,SSP5-8.5,2080-2099,75.72,79.96,83.91
Russian Federation,SSP5-8.5,1986-2005,61.10,62.14,62.63
Russian Federation,SSP5-8.5,2020-2039,64.39,65.19,67.15
Russian Federation,SSP5-8.5,2040-2059,66.27,67.50,70.15
Russian Federation,SSP5-8.5,2080-2099,69.60,73.94,77.83
Rwanda,SSP5-8.5,1986-2005,66.34,66.71,67.10
Rwanda,SSP5-8.5,2020-2039,67.65,68.40,69.34
Rwanda,SSP5-8.5,2040-2059,68.08,69.97,72.11
Rwanda,SSP5-8.5,2080-2099,70.34,74.11,77.21
Saudi Arabia,SSP5-8.5,1986-2005,89.57,90.02,90.27
Saudi Arabia,SSP5-8.5,2020-2039,91.80,92.64,94.00
Saudi Arabia,SSP5-8.5,2040-2059,93.50,95.01,96.89
Saudi Arabia,SSP5-8.5,2080-2099,97.15,100.30,103.94
Sudan,SSP5-8.5,1986-2005,84.97,85.26,85.47
Sudan,SSP5-8.5,2020-2039,86.09,86.85,88.22
Sudan,SSP5-8.5,2040-2059,87.10,88.37,90.83
Sudan,SSP5-8.5,2080-2099,90.07,92.40,96.47
Senegal,SSP5-8.5,1986-2005,83.49,83.71,83.85
Senegal,SSP5-8.5,2020-2039,84.67,85.13,85.74
Senegal,SSP5-8.5,2040-2059,85.99,86.34,87.53
Senegal,SSP5-8.5,2080-2099,88.18,89.57,91.96
Singapore,SSP5-8.5,1986-2005,80.67,80.90,81.07
Singapore,SSP5-8.5,2020-2039,81.79,82.19,82.84
Singapore,SSP5-8.5,2040-2059,82.46,83.23,84.43
Singapore,SSP5-8.5,2080-2099,84.64,86.46,88.10
South Georgia and the South Sandwich Islands,SSP5-8.5,1986-2005,24.73,25.55,26.08
South Georgia and the South Sandwich Islands,SSP5-8.5,2020-2039,25.41,26.06,27.48
South Georgia and the South Sandwich Islands,SSP5-8.5,2040-2059,25.98,26.99,27.84
South Georgia and the South Sandwich Islands,SSP5-8.5,2080-2099,27.58,28.66,31.29
"Saint Helena, Ascension and Tristan da Cunha",SSP5-8.5,1986-2005,65.95,66.15,66.45
"Saint Helena, Ascension and Tristan da Cunha",SSP5-8.5,2020-2039,66.87,67.12,67.55
"Saint Helena, Ascension and Tristan da Cunha",SSP5-8.5,2040-2059,67.69,68.22,68.87
"Saint Helena, Ascension and Tristan da Cunha",SSP5-8.5,2080-2099,69.18,70.50,72.42
Solomon Islands,SSP5-8.5,1986-2005,78.58,78.91,79.04
Solomon Islands,SSP5-8.5,2020-2039,79.76,80.12,80.83
Solomon Islands,SSP5-8.5,2040-2059,80.68,81.11,82.14
Solomon Islands,SSP5-8.5,2080-2099,82.48,83.88,85.53
Sierra Leone,SSP5-8.5,1986-2005,76.61,76.79,76.90
Sierra Leone,SSP5-8.5,2020-2039,77.71,78.24,78.83
Sierra Leone,SSP5-8.5,2040-2059,78.84,79.50,80.96
Sierra Leone,SSP5-8.5,2080-2099,81.28,82.60,85.07
El Salvador,SSP5-8.5,1986-2005,78.32,78.81,79.21
El Salvador,SSP5-8.5,2020-2039,79.90,80.70,81.96
El Salvador,SSP5-8.5,2040-2059,81.33,82.71,84.51
El Salvador,SSP5-8.5,2080-2099,84.75,86.96,90.93
San Marino,SSP5-8.5,1986-2005,70.24,71.04,71.38
San Marino,SSP5-8.5,2020-2039,72.82,74.59,77.50
San Marino,SSP5-8.5,2040-2059,75.32,77.24,79.68
San Marino,SSP5-8.5,2080-2099,79.26,83.35,87.44
Somalia,SSP5-8.5,1986-2005,80.40,80.59,80.91
Somalia,SSP5-8.5,2020-2039,81.56,81.98,82.79
Somalia,SSP5-8.5,2040-2059,82.66,83.26,84.69
Somalia,SSP5-8.5,2080-2099,84.71,86.21,88.38
Saint Pierre and Miquelon,SSP5-8.5,1986-2005,54.20,54.53,55.34
Saint Pierre and Miquelon,SSP5-8.5,2020-2039,56.34,57.64,59.09
Saint Pierre and Miquelon,SSP5-8.5,2040-2059,57.38,59.57,61.88
Saint Pierre and Miquelon,SSP5-8.5,2080-2099,59.96,63.97,68.59
Serbia,SSP5-8.5,1986-2005,68.20,68.93,69.31
Serbia,SSP5-8.5,2020-2039,70.95,72.62,75.05
Serbia,SSP5-8.5,2040-2059,73.39,75.00,77.81
Serbia,SSP5-8.5,2080-2099,76.83,81.19,85.68
South Sudan,SSP5-8.5,1986-2005,78.54,78.87,79.02
South Sudan,SSP5-8.5,2020-2039,79.39,80.27,81.23
South Sudan,SSP5-8.5,2040-2059,80.24,81.62,83.55
South Sudan,SSP5-8.5,2080-2099,83.07,85.20,88.67
Sao Tome and Principe,SSP5-8.5,1986-2005,75.95,76.12,76.34
Sao Tome and Principe,SSP5-8.5,2020-2039,77.21,77.56,78.28
Sao Tome and Principe,SSP5-8.5,2040-2059,78.23,78.57,80.06
Sao Tome and Principe,SSP5-8.5,2080-2099,80.10,81.47,84.18
Suriname,SSP5-8.5,1986-2005,79.19,79.54,79.79
Suriname,SSP5-8.5,2020-2039,80.58,81.21,82.05
Suriname,SSP5-8.5,2040-2059,81.94,82.65,83.97
Suriname,SSP5-8.5,2080-2099,84.24,86.27,88.23
Slovakia,SSP5-8.5,1986-2005,63.60,63.96,64.71
Slovakia,SSP5-8.5,2020-2039,66.26,67.09,69.94
Slovakia,SSP5-8.5,2040-2059,67.66,69.55,72.35
Slovakia,SSP5-8.5,2080-2099,71.17,75.70,79.84
Slovenia,SSP5-8.5,1986-2005,65.38,66.14,66.88
Slovenia,SSP5-8.5,2020-2039,68.19,69.79,71.22
Slovenia,SSP5-8.5,2040-2059,70.24,72.00,73.84
Slovenia,SSP5-8.5,2080-2099,74.56,78.18,81.67
Sweden,SSP5-8.5,1986-2005,57.55,58.27,59.26
Sweden,SSP5-8.5,2020-2039,59.43,61.01,62.96
Sweden,SSP5-8.5,2040-2059,61.06,62.30,65.59
Sweden,SSP5-8.5,2080-2099,64.22,66.46,72.33
Eswatini,SSP5-8.5,1986-2005,60.63,61.16,61.59
Eswatini,SSP5-8.5,2020-2039,62.20,62.72,63.57
Eswatini,SSP5-8.5,2040-2059,63.47,64.29,66.13
Eswatini,SSP5-8.5,2080-2099,65.96,67.72,70.23
Sint Maarten (Dutch part),SSP5-8.5,1986-2005,80.06,80.42,80.59
Sint Maarten (Dutch part),SSP5-8.5,2020-2039,81.21,81.91,82.56
Sint Maarten (Dutch part),SSP5-8.5,2040-2059,82.25,82.90,84.16
Sint Maarten (Dutch part),SSP5-8.5,2080-2099,83.91,85.20,87.47
Seychelles,SSP5-8.5,1986-2005,77.03,77.31,77.52
Seychelles,SSP5-8.5,2020-2039,78.24,78.59,79.27
Seychelles,SSP5-8.5,2040-2059,79.20,79.81,80.81
Seychelles,SSP5-8.5,2080-2099,81.22,82.66,84.82
Syrian Arab Republic,SSP5-8.5,1986-2005,81.25,81.73,82.27
Syrian Arab Republic,SSP5-8.5,2020-2039,83.56,84.89,86.12
Syrian Arab Republic,SSP5-8.5,2040-2059,85.83,87.27,89.15
Syrian Arab Republic,SSP5-8.5,2080-2099,88.71,93.06,95.57
Turks and Caicos Islands,SSP5-8.5,1986-2005,80.61,80.98,81.23
Turks and Caicos Islands,SSP5-8.5,2020-2039,81.95,82.46,83.19
Turks and Caicos Islands,SSP5-8.5,2040-2059,82.93,83.60,84.84
Turks and Caicos Islands,SSP5-8.5,2080-2099,84.84,86.45,88.43
Chad,SSP5-8.5,1986-2005,83.25,83.55,83.79
Chad,SSP5-8.5,2020-2039,84.23,85.05,86.13
Chad,SSP5-8.5,2040-2059,85.20,86.43,88.61
Chad,SSP5-8.5,2080-2099,87.87,90.70,94.06
Togo,SSP5-8.5,1986-2005,77.96,78.15,78.44
Togo,SSP5-8.5,2020-2039,78.81,79.55,80.43
Togo,SSP5-8.5,2040-2059,79.93,80.66,82.79
Togo,SSP5-8.5,2080-2099,82.21,83.97,87.91
Thailand,SSP5-8.5,1986-2005,82.12,82.39,82.63
Thailand,SSP5-8.5,2020-2039,83.20,83.81,84.57
Thailand,SSP5-8.5,2040-2059,83.99,85.03,86.69
Thailand,SSP5-8.5,2080-2099,86.10,88.19,89.60
Tajikistan,SSP5-8.5,1986-2005,62.96,63.46,64.16
Tajikistan,SSP5-8.5,2020-2039,65.31,66.34,67.78
Tajikistan,SSP5-8.5,2040-2059,67.58,68.61,70.72
Tajikistan,SSP5-8.5,2080-2099,72.02,73.80,78.49
Tokelau,SSP5-8.5,1986-2005,80.17,80.47,80.78
Tokelau,SSP5-8.5,2020-2039,81.30,81.69,82.14
Tokelau,SSP5-8.5,2040-2059,82.13,82.66,83.62
Tokelau,SSP5-8.5,2080-2099,83.73,85.15,86.59
Turkmenistan,SSP5-8.5,1986-2005,82.66,83.08,83.57
Turkmenistan,SSP5-8.5,2020-2039,85.09,86.51,87.56
Turkmenistan,SSP5-8.5,2040-2059,86.98,88.61,90.80
Turkmenistan,SSP5-8.5,2080-2099,91.81,95.00,99.25
Timor-Leste,SSP5-8.5,1986-2005,74.22,74.77,74.94
Timor-Leste,SSP5-8.5,2020-2039,75.69,76.05,76.68
Timor-Leste,SSP5-8.5,2040-2059,76.49,77.10,78.43
Timor-Leste,SSP5-8.5,2080-2099,78.44,79.90,81.78
Tonga,SSP5-8.5,1986-2005,74.13,74.57,74.83
Tonga,SSP5-8.5,2020-2039,74.87,75.46,76.05
Tonga,SSP5-8.5,2040-2059,75.83,76.47,77.33
Tonga,SSP5-8.5,2080-2099,77.31,78.54,80.29
Trinidad and Tobago,SSP5-8.5,1986-2005,79.37,79.60,79.82
Trinidad and Tobago,SSP5-8.5,2020-2039,80.81,81.12,81.74
Trinidad and Tobago,SSP5-8.5,2040-2059,81.67,82.34,83.73
Trinidad and Tobago,SSP5-8.5,2080-2099,83.63,85.63,87.22
Tunisia,SSP5-8.5,1986-2005,80.28,80.77,81.28
Tunisia,SSP5-8.5,2020-2039,82.78,84.23,85.48
Tunisia,SSP5-8.5,2040-2059,84.38,86.41,87.94
Tunisia,SSP5-8.5,2080-2099,87.82,91.95,95.12
Türkiye,SSP5-8.5,1986-2005,70.42,71.04,71.54
Türkiye,SSP5-8.5,2020-2039,73.09,74.61,75.88
Türkiye,SSP5-8.5,2040-2059,75.39,77.01,79.48
Türkiye,SSP5-8.5,2080-2099,79.26,83.02,86.86
Tuvalu,SSP5-8.5,1986-2005,80.25,80.50,80.82
Tuvalu,SSP5-8.5,2020-2039,81.31,81.76,82.35
Tuvalu,SSP5-8.5,2040-2059,82.19,82.78,83.81
Tuvalu,SSP5-8.5,2080-2099,83.83,85.13,86.87
"Taiwan, Province of China",SSP5-8.5,1986-2005,79.60,79.91,80.15
"Taiwan, Province of China",SSP5-8.5,2020-2039,81.00,81.44,81.89
"Taiwan, Province of China",SSP5-8.5,2040-2059,82.06,82.81,83.99
"Taiwan, Province of China",SSP5-8.5,2080-2099,83.98,85.89,88.50
"Tanzania, United Republic of",SSP5-8.5,1986-2005,70.63,70.81,71.06
"Tanzania, United Republic of",SSP5-8.5,2020-2039,71.66,72.42,73.25
"Tanzania, United Republic of",SSP5-8.5,2040-2059,72.52,73.85,75.76
"Tanzania, United Republic of",SSP5-8.5,2080-2099,74.83,77.56,80.19
Uganda,SSP5-8.5,1986-2005,71.24,71.64,71.76
Uganda,SSP5-8.5,2020-2039,72.95,73.46,74.34
Uganda,SSP5-8.5,2040-2059,73.98,74.95,76.85
Uganda,SSP5-8.5,2080-2099,76.13,78.79,82.06
Ukraine,SSP5-8.5,1986-2005,65.64,66.63,67.55
Ukraine,SSP5-8.5,2020-2039,69.07,69.97,72.73
Ukraine,SSP5-8.5,2040-2059,71.02,72.33,75.76
Ukraine,SSP5-8.5,2080-2099,74.01,78.38,82.95
United States Minor Outlying Islands,SSP5-8.5,1986-2005,79.35,79.55,79.81
United States Minor Outlying Islands,SSP5-8.5,2020-2039,80.63,81.12,82.06
United States Minor Outlying Islands,SSP5-8.5,2040-2059,81.61,82.21,83.97
United States Minor Outlying Islands,SSP5-8.5,2080-2099,83.68,84.94,87.67
Uruguay,SSP5-8.5,1986-2005,53.03,54.08,54.80
Uruguay,SSP5-8.5,2020-2039,54.33,55.21,56.70
Uruguay,SSP5-8.5,2040-2059,54.52,56.18,57.64
Uruguay,SSP5-8.5,2080-2099,56.84,58.76,60.59
United States,SSP5-8.5,1986-2005,72.55,73.07,73.61
United States,SSP5-8.5,2020-2039,75.02,75.68,76.88
United States,SSP5-8.5,2040-2059,76.72,77.90,79.89
United States,SSP5-8.5,2080-2099,80.00,83.29,86.47
Uzbekistan,SSP5-8.5,1986-2005,77.42,77.89,78.57
Uzbekistan,SSP5-8.5,2020-2039,80.08,81.06,81.77
Uzbekistan,SSP5-8.5,2040-2059,82.03,83.28,84.92
Uzbekistan,SSP5-8.5,2080-2099,86.34,88.54,92.50
Holy See (Vatican City State),SSP5-8.5,1986-2005,72.85,73.73,74.19
Holy See (Vatican City State),SSP5-8.5,2020-2039,75.78,77.20,78.75
Holy See (Vatican City State),SSP5-8.5,2040-2059,77.15,79.44,81.37
Holy See (Vatican City State),SSP5-8.5,2080-2099,80.68,85.36,88.28
Saint Vincent and the Grenadines,SSP5-8.5,1986-2005,79.75,79.99,80.26
Saint Vincent and the Grenadines,SSP5-8.5,2020-2039,81.08,81.36,81.95
Saint Vincent and the Grenadines,SSP5-8.5,2040-2059,81.86,82.45,83.56
Saint Vincent and the Grenadines,SSP5-8.5,2080-2099,83.61,85.01,86.97
