name,ssp_range,year_range,p0.05,p0.50,p0.95
Spain,SSP3-7.0,1986-2005,46.90,47.50,47.90
Spain,SSP3-7.0,2020-2039,48.38,48.83,50.09
Spain,SSP3-7.0,2040-2059,49.12,49.75,51.28
Spain,SSP3-7.0,2080-2099,50.83,51.72,53.85
Estonia,SSP3-7.0,1986-2005,23.36,24.26,26.76
Estonia,SSP3-7.0,2020-2039,26.80,27.78,30.02
Estonia,SSP3-7.0,2040-2059,27.47,30.50,31.93
Estonia,SSP3-7.0,2080-2099,30.19,34.58,37.32
Ethiopia,SSP3-7.0,1986-2005,71.70,72.03,72.33
Ethiopia,SSP3-7.0,2020-2039,73.08,73.96,74.29
Ethiopia,SSP3-7.0,2040-2059,73.89,75.32,76.00
Ethiopia,SSP3-7.0,2080-2099,75.84,78.06,79.77
Finland,SSP3-7.0,1986-2005,17.61,19.37,22.04
Finland,SSP3-7.0,2020-2039,21.70,22.77,25.07
Finland,SSP3-7.0,2040-2059,21.30,25.75,27.33
Finland,SSP3-7.0,2080-2099,24.99,29.93,34.12
Fiji,SSP3-7.0,1986-2005,79.41,79.54,79.71
Fiji,SSP3-7.0,2020-2039,80.37,80.66,81.03
Fiji,SSP3-7.0,2040-2059,80.94,81.49,82.07
Fiji,SSP3-7.0,2080-2099,82.32,83.21,84.66
Falkland Islands (Malvinas),SSP3-7.0,1986-2005,49.41,49.67,50.09
Falkland Islands (Malvinas),SSP3-7.0,2020-2039,50.13,50.61,51.12
Falkland Islands (Malvinas),SSP3-7.0,2040-2059,50.58,50.99,51.69
Falkland Islands (Malvinas),SSP3-7.0,2080-2099,51.55,52.23,53.83
France,SSP3-7.0,1986-2005,39.05,40.02,40.61
France,SSP3-7.0,2020-2039,40.86,41.97,43.20
France,SSP3-7.0,2040-2059,41.90,42.79,44.36
France,SSP3-7.0,2080-2099,43.35,45.08,46.74
Faroe Islands,SSP3-7.0,1986-2005,38.98,39.73,40.70
Faroe Islands,SSP3-7.0,2020-2039,39.74,40.73,43.21
Faroe Islands,SSP3-7.0,2040-2059,39.46,41.70,44.07
Faroe Islands,SSP3-7.0,2080-2099,39.54,43.67,45.54
"Micronesia, Federated States of",SSP3-7.0,1986-2005,80.19,80.38,80.51
"Micronesia, Federated States of",SSP3-7.0,2020-2039,80.97,81.58,81.93
"Micronesia, Federated States of",SSP3-7.0,2040-2059,81.80,82.33,82.90
"Micronesia, Federated States of",SSP3-7.0,2080-2099,83.28,84.28,85.39
Gabon,SSP3-7.0,1986-2005,77.98,78.18,78.54
Gabon,SSP3-7.0,2020-2039,79.25,79.59,80.16
Gabon,SSP3-7.0,2040-2059,79.91,80.56,81.50
Gabon,SSP3-7.0,2080-2099,81.49,83.08,84.55
United Kingdom,SSP3-7.0,1986-2005,40.13,40.81,41.79
United Kingdom,SSP3-7.0,2020-2039,41.33,42.24,43.41
United Kingdom,SSP3-7.0,2040-2059,42.23,43.42,44.39
United Kingdom,SSP3-7.0,2080-2099,42.73,44.79,46.34
Georgia,SSP3-7.0,1986-2005,29.39,30.70,31.92
Georgia,SSP3-7.0,2020-2039,31.03,33.01,34.26
Georgia,SSP3-7.0,2040-2059,31.45,33.83,36.52
Georgia,SSP3-7.0,2080-2099,34.26,36.56,40.73
Guernsey,SSP3-7.0,1986-2005,46.63,47.31,47.87
Guernsey,SSP3-7.0,2020-2039,47.87,48.68,49.87
Guernsey,SSP3-7.0,2040-2059,48.54,49.43,50.79
Guernsey,SSP3-7.0,2080-2099,49.47,51.04,52.86
Ghana,SSP3-7.0,1986-2005,80.96,81.55,82.04
Ghana,SSP3-7.0,2020-2039,82.41,82.86,83.84
Ghana,SSP3-7.0,2040-2059,83.05,84.20,85.20
Ghana,SSP3-7.0,2080-2099,84.67,86.66,88.68
Gibraltar,SSP3-7.0,1986-2005,55.18,55.45,56.15
Gibraltar,SSP3-7.0,2020-2039,56.65,57.12,57.86
Gibraltar,SSP3-7.0,2040-2059,57.26,58.06,59.40
Gibraltar,SSP3-7.0,2080-2099,59.11,60.16,61.74
Guinea,SSP3-7.0,1986-2005,77.95,78.39,78.57
Guinea,SSP3-7.0,2020-2039,79.77,80.21,81.20
Guinea,SSP3-7.0,2040-2059,80.41,81.76,82.85
Guinea,SSP3-7.0,2080-2099,82.56,84.61,86.44
Guadeloupe,SSP3-7.0,1986-2005,76.25,76.56,76.69
Guadeloupe,SSP3-7.0,2020-2039,77.33,77.78,78.31
Guadeloupe,SSP3-7.0,2040-2059,78.03,78.77,79.51
Guadeloupe,SSP3-7.0,2080-2099,79.47,80.55,81.94
Gambia,SSP3-7.0,1986-2005,78.62,78.84,79.06
Gambia,SSP3-7.0,2020-2039,80.00,80.70,81.29
Gambia,SSP3-7.0,2040-2059,81.02,81.98,83.09
Gambia,SSP3-7.0,2080-2099,83.24,85.07,86.72
Guinea-Bissau,SSP3-7.0,1986-2005,79.66,79.98,80.33
Guinea-Bissau,SSP3-7.0,2020-2039,81.01,81.55,82.19
Guinea-Bissau,SSP3-7.0,2040-2059,81.88,83.00,83.66
Guinea-Bissau,SSP3-7.0,2080-2099,83.88,85.79,86.88
Equatorial Guinea,SSP3-7.0,1986-2005,77.19,77.45,77.72
Equatorial Guinea,SSP3-7.0,2020-2039,78.37,78.79,79.26
Equatorial Guinea,SSP3-7.0,2040-2059,79.03,79.84,80.40
Equatorial Guinea,SSP3-7.0,2080-2099,80.70,82.27,83.38
Greece,SSP3-7.0,1986-2005,45.89,46.87,48.12
Greece,SSP3-7.0,2020-2039,48.36,49.03,49.91
Greece,SSP3-7.0,2040-2059,48.99,49.97,51.54
Greece,SSP3-7.0,2080-2099,50.75,51.92,54.24
Grenada,SSP3-7.0,1986-2005,77.84,78.13,78.34
Grenada,SSP3-7.0,2020-2039,79.08,79.35,79.91
Grenada,SSP3-7.0,2040-2059,79.75,80.26,80.81
Grenada,SSP3-7.0,2080-2099,81.05,82.00,83.27
Greenland,SSP3-7.0,1986-2005,-3.37,-0.78,1.11
Greenland,SSP3-7.0,2020-2039,0.64,2.12,4.41
Greenland,SSP3-7.0,2040-2059,0.99,3.73,6.42
Greenland,SSP3-7.0,2080-2099,2.40,6.92,12.26
Guatemala,SSP3-7.0,1986-2005,68.37,68.60,69.26
Guatemala,SSP3-7.0,2020-2039,69.48,70.17,70.90
Guatemala,SSP3-7.0,2040-2059,70.53,71.37,72.47
Guatemala,SSP3-7.0,2080-2099,72.28,74.08,75.89
French Guiana,SSP3-7.0,1986-2005,77.93,78.56,78.83
French Guiana,SSP3-7.0,2020-2039,79.24,79.95,80.67
French Guiana,SSP3-7.0,2040-2059,80.17,80.98,82.33
French Guiana,SSP3-7.0,2080-2099,81.74,83.30,85.95
Guam,SSP3-7.0,1986-2005,79.51,79.69,79.93
Guam,SSP3-7.0,2020-2039,80.40,80.88,81.41
Guam,SSP3-7.0,2040-2059,81.23,81.80,82.45
Guam,SSP3-7.0,2080-2099,82.72,83.76,85.08
Guyana,SSP3-7.0,1986-2005,77.02,77.73,77.90
Guyana,SSP3-7.0,2020-2039,78.64,79.30,80.16
Guyana,SSP3-7.0,2040-2059,79.42,80.40,82.42
Guyana,SSP3-7.0,2080-2099,81.04,82.84,85.12
Hong Kong,SSP3-7.0,1986-2005,61.17,61.56,62.24
Hong Kong,SSP3-7.0,2020-2039,62.29,62.78,64.06
Hong Kong,SSP3-7.0,2040-2059,63.17,64.28,65.52
Hong Kong,SSP3-7.0,2080-2099,65.14,66.73,67.85
Heard Island and McDonald Islands,SSP3-7.0,1986-2005,36.79,37.01,37.40
Heard Island and McDonald Islands,SSP3-7.0,2020-2039,37.41,37.83,38.17
Heard Island and McDonald Islands,SSP3-7.0,2040-2059,37.78,38.46,39.17
Heard Island and McDonald Islands,SSP3-7.0,2080-2099,38.97,39.92,41.31
Honduras,SSP3-7.0,1986-2005,71.88,72.26,72.72
Honduras,SSP3-7.0,2020-2039,73.06,73.71,74.25
Honduras,SSP3-7.0,2040-2059,74.01,74.99,75.70
Honduras,SSP3-7.0,2080-2099,75.70,77.50,79.12
Croatia,SSP3-7.0,1986-2005,36.39,37.15,38.55
Croatia,SSP3-7.0,2020-2039,38.75,40.39,41.49
Croatia,SSP3-7.0,2040-2059,40.08,41.55,42.99
Croatia,SSP3-7.0,2080-2099,41.82,44.34,45.90
Haiti,SSP3-7.0,1986-2005,74.92,75.16,75.45
Haiti,SSP3-7.0,2020-2039,76.01,76.52,77.11
Haiti,SSP3-7.0,2040-2059,76.82,77.58,78.55
Haiti,SSP3-7.0,2080-2099,78.25,79.63,81.72
Hungary,SSP3-7.0,1986-2005,30.75,32.07,33.08
Hungary,SSP3-7.0,2020-2039,33.38,35.39,37.10
Hungary,SSP3-7.0,2040-2059,35.05,36.75,38.61
Hungary,SSP3-7.0,2080-2099,36.86,39.58,41.75
Indonesia,SSP3-7.0,1986-2005,78.03,78.17,78.25
Indonesia,SSP3-7.0,2020-2039,79.17,79.43,79.75
Indonesia,SSP3-7.0,2040-2059,79.91,80.35,80.84
Indonesia,SSP3-7.0,2080-2099,81.20,82.33,83.46
Isle of Man,SSP3-7.0,1986-2005,43.78,44.37,45.08
Isle of Man,SSP3-7.0,2020-2039,44.70,45.53,46.61
Isle of Man,SSP3-7.0,2040-2059,45.36,46.76,47.51
Isle of Man,SSP3-7.0,2080-2099,45.86,47.89,49.49
India,SSP3-7.0,1986-2005,63.83,64.24,64.79
India,SSP3-7.0,2020-2039,64.92,65.59,66.08
India,SSP3-7.0,2040-2059,65.93,66.82,67.61
India,SSP3-7.0,2080-2099,68.57,70.10,71.32
British Indian Ocean Territory,SSP3-7.0,1986-2005,79.18,79.37,79.57
British Indian Ocean Territory,SSP3-7.0,2020-2039,80.20,80.55,80.89
British Indian Ocean Territory,SSP3-7.0,2040-2059,80.97,81.49,82.07
British Indian Ocean Territory,SSP3-7.0,2080-2099,82.37,83.49,84.50
Ireland,SSP3-7.0,1986-2005,41.60,42.10,42.97
Ireland,SSP3-7.0,2020-2039,42.38,43.34,44.19
Ireland,SSP3-7.0,2040-2059,42.86,44.08,45.18
Ireland,SSP3-7.0,2080-2099,43.35,45.56,46.84
"Iran, Islamic Republic of",SSP3-7.0,1986-2005,38.87,40.02,40.94
"Iran, Islamic Republic of",SSP3-7.0,2020-2039,40.90,42.08,42.80
"Iran, Islamic Republic of",SSP3-7.0,2040-2059,42.42,43.24,45.06
"Iran, Islamic Republic of",SSP3-7.0,2080-2099,44.30,46.43,50.74
Iraq,SSP3-7.0,1986-2005,50.40,51.91,52.62
Iraq,SSP3-7.0,2020-2039,53.04,53.96,54.52
Iraq,SSP3-7.0,2040-2059,54.42,55.09,56.41
Iraq,SSP3-7.0,2080-2099,56.09,58.30,60.97
Iceland,SSP3-7.0,1986-2005,26.74,28.78,31.12
Iceland,SSP3-7.0,2020-2039,28.10,30.55,33.65
Iceland,SSP3-7.0,2040-2059,26.78,32.46,34.56
Iceland,SSP3-7.0,2080-2099,31.67,34.41,38.26
Israel,SSP3-7.0,1986-2005,54.98,55.93,56.78
Israel,SSP3-7.0,2020-2039,57.04,57.81,58.51
Israel,SSP3-7.0,2040-2059,57.91,58.83,59.87
Israel,SSP3-7.0,2080-2099,59.34,61.34,63.35
Italy,SSP3-7.0,1986-2005,42.43,42.96,43.85
Italy,SSP3-7.0,2020-2039,44.47,45.47,46.36
Italy,SSP3-7.0,2040-2059,45.27,46.46,47.66
Italy,SSP3-7.0,2080-2099,47.21,48.60,50.68
Jamaica,SSP3-7.0,1986-2005,75.80,76.01,76.29
Jamaica,SSP3-7.0,2020-2039,76.83,77.33,77.81
Jamaica,SSP3-7.0,2040-2059,77.65,78.31,79.04
Jamaica,SSP3-7.0,2080-2099,79.05,80.26,81.89
Jersey,SSP3-7.0,1986-2005,45.62,46.31,46.87
Jersey,SSP3-7.0,2020-2039,46.86,47.68,48.88
Jersey,SSP3-7.0,2040-2059,47.54,48.43,49.84
Jersey,SSP3-7.0,2080-2099,48.47,50.06,51.88
Jordan,SSP3-7.0,1986-2005,49.90,50.85,51.86
Jordan,SSP3-7.0,2020-2039,51.88,52.93,53.48
Jordan,SSP3-7.0,2040-2059,53.05,53.92,55.03
Jordan,SSP3-7.0,2080-2099,54.41,56.67,59.00
Japan,SSP3-7.0,1986-2005,39.51,40.26,40.96
Japan,SSP3-7.0,2020-2039,41.25,42.15,42.86
Japan,SSP3-7.0,2040-2059,42.71,43.58,44.21
Japan,SSP3-7.0,2080-2099,44.54,46.09,47.88
Kazakhstan,SSP3-7.0,1986-2005,13.37,14.60,16.19
Kazakhstan,SSP3-7.0,2020-2039,16.28,17.25,18.98
Kazakhstan,SSP3-7.0,2040-2059,17.44,18.21,21.46
Kazakhstan,SSP3-7.0,2080-2099,20.16,23.28,26.20
Kenya,SSP3-7.0,1986-2005,73.60,73.90,74.25
Kenya,SSP3-7.0,2020-2039,74.58,75.24,75.69
Kenya,SSP3-7.0,2040-2059,75.51,76.37,76.79
Kenya,SSP3-7.0,2080-2099,76.79,78.45,79.76
Kyrgyzstan,SSP3-7.0,1986-2005,16.01,16.69,17.34
Kyrgyzstan,SSP3-7.0,2020-2039,17.61,18.82,20.60
Kyrgyzstan,SSP3-7.0,2040-2059,19.38,20.47,22.77
Kyrgyzstan,SSP3-7.0,2080-2099,22.26,24.30,27.81
Cambodia,SSP3-7.0,1986-2005,79.74,80.35,80.61
Cambodia,SSP3-7.0,2020-2039,80.81,81.47,82.32
Cambodia,SSP3-7.0,2040-2059,80.71,82.55,83.69
Cambodia,SSP3-7.0,2080-2099,82.25,84.54,86.47
Kiribati,SSP3-7.0,1986-2005,79.55,79.99,80.18
Kiribati,SSP3-7.0,2020-2039,79.66,81.19,81.70
Kiribati,SSP3-7.0,2040-2059,81.01,82.15,82.64
Kiribati,SSP3-7.0,2080-2099,82.41,84.06,84.92
Saint Kitts and Nevis,SSP3-7.0,1986-2005,76.66,76.95,77.07
Saint Kitts and Nevis,SSP3-7.0,2020-2039,77.72,78.22,78.69
Saint Kitts and Nevis,SSP3-7.0,2040-2059,78.46,79.22,79.88
Saint Kitts and Nevis,SSP3-7.0,2080-2099,79.87,81.03,82.40
"Korea, Republic of",SSP3-7.0,1986-2005,34.29,35.09,36.30
"Korea, Republic of",SSP3-7.0,2020-2039,35.92,37.06,37.80
"Korea, Republic of",SSP3-7.0,2040-2059,37.56,38.65,39.70
"Korea, Republic of",SSP3-7.0,2080-2099,39.67,41.38,42.83
Kuwait,SSP3-7.0,1986-2005,56.33,57.44,58.05
Kuwait,SSP3-7.0,2020-2039,58.47,59.55,60.19
Kuwait,SSP3-7.0,2040-2059,59.80,60.76,62.10
Kuwait,SSP3-7.0,2080-2099,62.04,63.89,66.30
Lao People's Democratic Republic,SSP3-7.0,1986-2005,67.93,68.39,68.86
Lao People's Democratic Republic,SSP3-7.0,2020-2039,68.81,69.61,70.60
Lao People's Democratic Republic,SSP3-7.0,2040-2059,69.45,70.64,71.80
Lao People's Democratic Republic,SSP3-7.0,2080-2099,71.48,73.02,74.61
Lebanon,SSP3-7.0,1986-2005,48.83,49.73,50.62
Lebanon,SSP3-7.0,2020-2039,50.95,51.51,52.30
Lebanon,SSP3-7.0,2040-2059,51.73,52.56,53.61
Lebanon,SSP3-7.0,2080-2099,53.33,54.96,56.95
Liberia,SSP3-7.0,1986-2005,78.37,78.69,78.84
Liberia,SSP3-7.0,2020-2039,79.55,80.24,81.33
Liberia,SSP3-7.0,2040-2059,80.33,81.46,82.69
Liberia,SSP3-7.0,2080-2099,82.08,84.01,85.82
Libya,SSP3-7.0,1986-2005,54.26,54.78,55.71
Libya,SSP3-7.0,2020-2039,56.28,56.84,57.59
Libya,SSP3-7.0,2040-2059,57.03,58.08,58.99
Libya,SSP3-7.0,2080-2099,58.63,60.53,62.43
Saint Lucia,SSP3-7.0,1986-2005,77.65,77.98,78.17
Saint Lucia,SSP3-7.0,2020-2039,78.85,79.21,79.81
Saint Lucia,SSP3-7.0,2040-2059,79.56,80.15,80.67
Saint Lucia,SSP3-7.0,2080-2099,80.93,81.89,83.24
Liechtenstein,SSP3-7.0,1986-2005,24.21,25.49,26.23
Liechtenstein,SSP3-7.0,2020-2039,26.62,28.19,29.71
Liechtenstein,SSP3-7.0,2040-2059,28.10,29.64,31.49
Liechtenstein,SSP3-7.0,2080-2099,29.69,31.84,34.45
Sri Lanka,SSP3-7.0,1986-2005,77.31,77.62,77.76
Sri Lanka,SSP3-7.0,2020-2039,78.07,78.64,79.20
Sri Lanka,SSP3-7.0,2040-2059,78.87,79.62,80.07
Sri Lanka,SSP3-7.0,2080-2099,80.26,81.50,82.83
Lesotho,SSP3-7.0,1986-2005,62.94,63.39,63.68
Lesotho,SSP3-7.0,2020-2039,64.15,64.96,65.92
Lesotho,SSP3-7.0,2040-2059,65.38,66.19,67.16
Lesotho,SSP3-7.0,2080-2099,67.29,68.81,70.61
Lithuania,SSP3-7.0,1986-2005,24.67,25.39,27.48
Lithuania,SSP3-7.0,2020-2039,27.87,28.95,31.22
Lithuania,SSP3-7.0,2040-2059,28.90,31.64,33.06
Lithuania,SSP3-7.0,2080-2099,31.40,35.06,37.35
Luxembourg,SSP3-7.0,1986-2005,33.26,34.61,35.31
Luxembourg,SSP3-7.0,2020-2039,35.14,36.80,38.45
Luxembourg,SSP3-7.0,2040-2059,36.27,37.58,39.47
Luxembourg,SSP3-7.0,2080-2099,37.95,40.19,41.91
Latvia,SSP3-7.0,1986-2005,23.72,24.39,26.85
Latvia,SSP3-7.0,2020-2039,27.02,28.16,30.38
Latvia,SSP3-7.0,2040-2059,28.04,30.96,32.05
Latvia,SSP3-7.0,2080-2099,30.55,34.67,36.92
Macao,SSP3-7.0,1986-2005,61.37,61.88,62.58
Macao,SSP3-7.0,2020-2039,62.50,63.09,64.36
Macao,SSP3-7.0,2040-2059,63.36,64.51,65.87
Macao,SSP3-7.0,2080-2099,65.47,67.12,68.11
Saint Martin (French part),SSP3-7.0,1986-2005,76.57,76.73,76.85
Saint Martin (French part),SSP3-7.0,2020-2039,77.53,78.02,78.45
Saint Martin (French part),SSP3-7.0,2040-2059,78.23,79.09,79.67
Saint Martin (French part),SSP3-7.0,2080-2099,79.65,80.97,82.25
Morocco,SSP3-7.0,1986-2005,54.93,55.27,55.71
Morocco,SSP3-7.0,2020-2039,56.27,57.00,57.74
Morocco,SSP3-7.0,2040-2059,57.01,58.06,59.53
Morocco,SSP3-7.0,2080-2099,59.06,60.44,62.35
Monaco,SSP3-7.0,1986-2005,46.10,46.75,47.06
Monaco,SSP3-7.0,2020-2039,48.09,48.88,49.72
Monaco,SSP3-7.0,2040-2059,48.83,49.98,51.05
Monaco,SSP3-7.0,2080-2099,50.48,51.87,53.72
"Moldova, Republic of",SSP3-7.0,1986-2005,26.72,28.01,29.60
"Moldova, Republic of",SSP3-7.0,2020-2039,29.98,31.24,33.40
"Moldova, Republic of",SSP3-7.0,2040-2059,31.68,32.85,34.75
"Moldova, Republic of",SSP3-7.0,2080-2099,33.92,36.03,38.81
Madagascar,SSP3-7.0,1986-2005,75.89,76.28,76.49
Madagascar,SSP3-7.0,2020-2039,76.74,77.62,77.95
Madagascar,SSP3-7.0,2040-2059,77.81,78.69,79.40
Madagascar,SSP3-7.0,2080-2099,79.45,81.05,82.46
Maldives,SSP3-7.0,1986-2005,79.72,79.90,79.96
Maldives,SSP3-7.0,2020-2039,80.54,80.92,81.35
Maldives,SSP3-7.0,2040-2059,81.32,81.78,82.30
Maldives,SSP3-7.0,2080-2099,82.68,83.76,84.79
Mexico,SSP3-7.0,1986-2005,63.36,63.77,63.96
Mexico,SSP3-7.0,2020-2039,64.49,65.34,66.12
Mexico,SSP3-7.0,2040-2059,65.68,66.51,67.27
Mexico,SSP3-7.0,2080-2099,67.59,69.17,70.93
Marshall Islands,SSP3-7.0,1986-2005,79.74,79.85,79.96
Marshall Islands,SSP3-7.0,2020-2039,80.21,81.07,81.53
Marshall Islands,SSP3-7.0,2040-2059,81.37,81.85,82.47
Marshall Islands,SSP3-7.0,2080-2099,82.81,83.74,84.94
North Macedonia,SSP3-7.0,1986-2005,31.86,32.99,34.93
North Macedonia,SSP3-7.0,2020-2039,35.26,35.86,37.13
North Macedonia,SSP3-7.0,2040-2059,36.23,37.05,38.86
North Macedonia,SSP3-7.0,2080-2099,38.08,39.19,42.66
Mali,SSP3-7.0,1986-2005,75.45,76.00,76.48
Mali,SSP3-7.0,2020-2039,77.12,78.02,78.87
Mali,SSP3-7.0,2040-2059,77.98,79.23,80.46
Mali,SSP3-7.0,2080-2099,80.33,82.57,85.00
Malta,SSP3-7.0,1986-2005,56.96,57.45,57.99
Malta,SSP3-7.0,2020-2039,58.52,59.16,59.83
Malta,SSP3-7.0,2040-2059,59.12,60.14,61.17
Malta,SSP3-7.0,2080-2099,61.00,62.22,64.00
Myanmar,SSP3-7.0,1986-2005,71.80,72.18,72.54
Myanmar,SSP3-7.0,2020-2039,72.72,73.27,74.04
Myanmar,SSP3-7.0,2040-2059,73.33,74.23,75.31
Myanmar,SSP3-7.0,2080-2099,75.02,76.94,79.23
Montenegro,SSP3-7.0,1986-2005,34.10,34.62,36.44
Montenegro,SSP3-7.0,2020-2039,36.59,37.64,38.84
Montenegro,SSP3-7.0,2040-2059,37.83,38.67,40.41
Montenegro,SSP3-7.0,2080-2099,39.53,41.26,43.69
Mongolia,SSP3-7.0,1986-2005,-1.80,-0.51,1.44
Mongolia,SSP3-7.0,2020-2039,-0.45,1.24,2.81
Mongolia,SSP3-7.0,2040-2059,1.13,3.50,4.55
Mongolia,SSP3-7.0,2080-2099,4.71,6.67,8.30
Northern Mariana Islands,SSP3-7.0,1986-2005,78.91,79.13,79.49
Northern Mariana Islands,SSP3-7.0,2020-2039,80.01,80.31,80.93
Northern Mariana Islands,SSP3-7.0,2040-2059,80.74,81.24,81.90
Northern Mariana Islands,SSP3-7.0,2080-2099,82.20,83.20,84.58
Mozambique,SSP3-7.0,1986-2005,77.86,78.34,78.69
Mozambique,SSP3-7.0,2020-2039,79.24,79.92,80.25
Mozambique,SSP3-7.0,2040-2059,80.20,81.01,81.53
Mozambique,SSP3-7.0,2080-2099,81.75,83.51,84.64
Mauritania,SSP3-7.0,1986-2005,72.73,73.11,73.40
Mauritania,SSP3-7.0,2020-2039,74.37,75.11,75.78
Mauritania,SSP3-7.0,2040-2059,75.10,76.51,77.46
Mauritania,SSP3-7.0,2080-2099,77.74,79.60,81.57
Montserrat,SSP3-7.0,1986-2005,76.80,77.11,77.25
Montserrat,SSP3-7.0,2020-2039,77.90,78.34,78.86
Montserrat,SSP3-7.0,2040-2059,78.59,79.32,80.04
Montserrat,SSP3-7.0,2080-2099,80.03,81.12,82.53
Martinique,SSP3-7.0,1986-2005,76.79,77.11,77.30
Martinique,SSP3-7.0,2020-2039,77.95,78.31,78.92
Martinique,SSP3-7.0,2040-2059,78.67,79.29,79.81
Martinique,SSP3-7.0,2080-2099,80.07,81.08,82.42
Mauritius,SSP3-7.0,1986-2005,78.55,78.70,78.90
Mauritius,SSP3-7.0,2020-2039,79.55,79.96,80.32
Mauritius,SSP3-7.0,2040-2059,80.20,80.72,81.48
Mauritius,SSP3-7.0,2080-2099,81.54,82.54,83.77
Malawi,SSP3-7.0,1986-2005,73.85,74.38,74.80
Malawi,SSP3-7.0,2020-2039,75.38,76.13,76.58
Malawi,SSP3-7.0,2040-2059,76.30,77.31,77.93
Malawi,SSP3-7.0,2080-2099,78.05,80.11,81.17
Malaysia,SSP3-7.0,1986-2005,78.98,79.19,79.31
Malaysia,SSP3-7.0,2020-2039,79.95,80.42,80.74
Malaysia,SSP3-7.0,2040-2059,80.74,81.30,81.88
Malaysia,SSP3-7.0,2080-2099,81.97,83.09,84.38
Mayotte,SSP3-7.0,1986-2005,79.98,80.19,80.39
Mayotte,SSP3-7.0,2020-2039,80.98,81.37,81.78
Mayotte,SSP3-7.0,2040-2059,81.82,82.37,82.87
Mayotte,SSP3-7.0,2080-2099,83.03,84.43,85.60
Namibia,SSP3-7.0,1986-2005,75.27,75.90,76.25
Namibia,SSP3-7.0,2020-2039,76.56,77.64,78.42
Namibia,SSP3-7.0,2040-2059,77.85,78.76,79.64
Namibia,SSP3-7.0,2080-2099,80.04,82.25,83.54
New Caledonia,SSP3-7.0,1986-2005,77.21,77.59,77.78
New Caledonia,SSP3-7.0,2020-2039,78.28,78.65,79.24
New Caledonia,SSP3-7.0,2040-2059,78.88,79.65,80.33
New Caledonia,SSP3-7.0,2080-2099,80.48,81.45,82.92
Niger,SSP3-7.0,1986-2005,72.86,73.88,74.49
Niger,SSP3-7.0,2020-2039,74.82,75.65,76.93
Niger,SSP3-7.0,2040-2059,75.92,77.15,78.45
Niger,SSP3-7.0,2080-2099,78.05,80.02,82.73
Norfolk Island,SSP3-7.0,1986-2005,71.02,71.32,71.77
Norfolk Island,SSP3-7.0,2020-2039,72.14,72.64,73.35
Norfolk Island,SSP3-7.0,2040-2059,72.83,73.48,74.72
Norfolk Island,SSP3-7.0,2080-2099,74.56,75.72,77.05
Nigeria,SSP3-7.0,1986-2005,78.99,79.66,80.01
Nigeria,SSP3-7.0,2020-2039,80.55,80.91,82.08
Nigeria,SSP3-7.0,2040-2059,81.24,82.62,83.42
Nigeria,SSP3-7.0,2080-2099,83.30,85.52,87.26
Nicaragua,SSP3-7.0,1986-2005,76.53,76.82,77.13
Nicaragua,SSP3-7.0,2020-2039,77.73,78.32,78.86
Nicaragua,SSP3-7.0,2040-2059,78.74,79.53,80.41
Nicaragua,SSP3-7.0,2080-2099,80.32,81.87,84.13
Niue,SSP3-7.0,1986-2005,78.94,79.20,79.38
Niue,SSP3-7.0,2020-2039,79.69,80.15,80.65
Niue,SSP3-7.0,2040-2059,80.35,80.88,81.49
Niue,SSP3-7.0,2080-2099,81.63,82.52,84.13
Netherlands,SSP3-7.0,1986-2005,45.17,46.07,46.65
Netherlands,SSP3-7.0,2020-2039,46.76,47.79,49.34
Netherlands,SSP3-7.0,2040-2059,47.65,48.85,49.98
Netherlands,SSP3-7.0,2080-2099,49.19,50.91,52.22
Norway,SSP3-7.0,1986-2005,24.25,25.30,26.85
Norway,SSP3-7.0,2020-2039,26.35,28.00,29.46
Norway,SSP3-7.0,2040-2059,26.37,29.50,31.14
Norway,SSP3-7.0,2080-2099,28.51,32.90,35.68
Nepal,SSP3-7.0,1986-2005,53.58,54.06,54.98
Nepal,SSP3-7.0,2020-2039,55.02,55.72,56.65
Nepal,SSP3-7.0,2040-2059,56.13,57.13,58.67
Nepal,SSP3-7.0,2080-2099,58.80,60.38,61.99
Nauru,SSP3-7.0,1986-2005,80.24,80.60,80.85
Nauru,SSP3-7.0,2020-2039,80.69,81.75,82.46
Nauru,SSP3-7.0,2040-2059,82.02,82.75,83.41
Nauru,SSP3-7.0,2080-2099,83.47,84.66,85.86
New Zealand,SSP3-7.0,1986-2005,59.58,60.01,60.38
New Zealand,SSP3-7.0,2020-2039,60.66,61.16,61.55
New Zealand,SSP3-7.0,2040-2059,61.51,62.07,62.76
New Zealand,SSP3-7.0,2080-2099,62.92,64.13,65.49
Oman,SSP3-7.0,1986-2005,68.11,68.72,69.20
Oman,SSP3-7.0,2020-2039,69.92,70.64,71.04
Oman,SSP3-7.0,2040-2059,70.83,71.97,73.27
Oman,SSP3-7.0,2080-2099,73.16,75.30,77.60
Pakistan,SSP3-7.0,1986-2005,43.02,43.57,43.94
Pakistan,SSP3-7.0,2020-2039,44.40,45.61,46.19
Pakistan,SSP3-7.0,2040-2059,45.85,47.22,48.57
Pakistan,SSP3-7.0,2080-2099,48.98,51.04,53.61
Panama,SSP3-7.0,1986-2005,77.07,77.35,77.47
Panama,SSP3-7.0,2020-2039,78.19,78.73,79.11
